"","Distance to Algeria","Distance to Argentina","Distance to Australia","Distance to Austria","Distance to Bangladesh","Distance to Barbados","Distance to Belgium","Distance to Benin","Distance to Bolivia","Distance to Brazil","Distance to Brunei Darussalam","Distance to Cameroon","Distance to Canada","Distance to Chile","Distance to China","Distance to Colombia","Distance to Congo, Dem. Rep.","Distance to Congo, Rep.","Distance to Costa Rica","Distance to Cote d'Ivoire","Distance to Cuba","Distance to Cyprus","Distance to Denmark","Distance to Dominican Republic","Distance to Ecuador","Distance to Egypt, Arab Rep.","Distance to El Salvador","Distance to Finland","Distance to France","Distance to Gabon","Distance to Germany","Distance to Ghana","Distance to Greece","Distance to Guatemala","Distance to Haiti","Distance to Honduras","Distance to Iceland","Distance to India","Distance to Indonesia","Distance to Iran, Islamic Rep.","Distance to Ireland","Distance to Italy","Distance to Jamaica","Distance to Japan","Distance to Jordan","Distance to Kenya","Distance to Korea, Rep.","Distance to Kuwait","Distance to Luxembourg","Distance to Malaysia","Distance to Malta","Distance to Mexico","Distance to Morocco","Distance to Nepal","Distance to Netherlands","Distance to New Zealand","Distance to Nicaragua","Distance to Nigeria","Distance to Norway","Distance to Oman","Distance to Pakistan","Distance to Panama","Distance to Paraguay","Distance to Peru","Distance to Philippines","Distance to Portugal","Distance to Qatar","Distance to Saudi Arabia","Distance to Senegal","Distance to Singapore","Distance to South Africa","Distance to Spain","Distance to Sri Lanka","Distance to Sudan","Distance to Sweden","Distance to Switzerland","Distance to Thailand","Distance to Togo","Distance to Trinidad and Tobago","Distance to Tunisia","Distance to Turkey","Distance to United Arab Emirates","Distance to United Kingdom","Distance to United States","Distance to Uruguay","Distance to Venezuela, RB","Distance to Zambia","Distance to Zimbabwe"
"Gabon",1991.09020971316,7234.63223500369,10776.1815075524,4891.26844440274,8315.19722414182,7665.89226633526,5261.20850402626,965.7981347167,7484.87294295352,4884.83875166257,11078.8841549594,0,7871.09802136429,8527.52177234981,7309.32095265778,8415.31449740004,158.349282418369,0,10168.1763134283,1429.05762931541,9291.48497403541,4110.36508348635,5801.36584915659,8672.01670196811,9344.61021291924,2527.63988102046,10727.2896656554,6436.536465092,4334.45626757239,0,4985.22779855522,1088.09224669581,3806.86366925287,10778.0171066436,9023.87682304954,10234.5983646046,7200.22909611653,6315.71440900338,8986.61031252025,4806.46321930783,5773.23060226184,3814.02189094305,9498.44448893844,11918.5544475448,3778.97730574279,2161.71548886145,11848.6439173693,4601.29552872752,5247.3210491272,9477.89441038243,3718.03630499774,10600.7232759979,3478.94234219287,7596.81427584055,5393.64533704391,13412.3062250235,10234.5983646046,412.292110198925,6188.75807744976,4555.75136721579,5722.25906036806,9575.38672432429,7248.95808020843,8633.26212922811,11386.6189274162,4313.78560888945,4708.86626919419,3469.91662908527,2633.06318851408,9927.91357436907,2490.06310121041,4059.43382377533,7280.03153259903,1322.10609970677,5882.56257835817,4828.5655217963,9240.49691118503,1044.72855984304,7785.41037457605,3097.26584755783,4085.64995660981,4745.26889547011,5472.53504528837,8872.27951901492,7337.26943134186,7664.67856206019,1432.30040213709,2088.83243702012
"Germany",1156.29846825831,10174.2930696798,12367.2541393283,0,6615.48162774797,7152.66141453046,0,3927.72225321182,9535.76259743962,7202.49962759282,10239.5656838127,3809.11864852923,3677.26824606005,10486.5478621924,4628.67897168332,8051.3448340286,4734.31349351943,4871.56880904539,9034.89208829149,4289.69742513144,7588.3584294041,2112.14372848411,0,7319.01074431254,9397.78839161377,2037.43147692874,9061.15351894801,708.37550801807,0,4985.22779855522,0,4104.76443265993,971.965135159517,8807.39294777284,7470.82308262665,8644.92733874871,1638.74359114414,4996.88289354258,8818.00855446743,2602.33233699506,824.328572212946,48.750471132695,7917.62820119761,7856.1360606608,2515.74702179844,5115.3323580381,7927.70699616539,3496.54512844556,0,9081.56224052867,1270.65942363463,8339.8904921882,1609.01283428639,5810.39441898413,0,14844.6071911783,8651.63860057065,3729.60517937366,334.862637077604,4416.86577376922,4448.51012250949,8789.38309806798,9926.48546873433,9253.98556218161,9249.33906308413,1280.53916436823,4079.6491553766,2698.9955444018,3981.67984608225,9794.40379768866,7885.22226738004,669.501780559747,7426.96617836997,3023.70673132134,72.2864572146929,0,7839.22934506194,4104.74835428114,7420.66756589217,1104.71434847058,1229.64561288776,4257.1427996853,297.070529435514,5103.5869293833,10732.5333127616,7531.17461349683,6393.92090404629,7187.00967343466
"Ghana",944.023514680102,6451.06231496004,12484.8032079789,4076.2234730661,9294.43283070092,6150.10180149368,4285.21500117,43.1879002734717,6500.03237186375,3759.92746085533,12482.6774298319,829.825072337921,6144.57140781735,7602.55746993616,7832.74369384297,7086.84148285892,1755.6157038734,1412.12312061984,8703.24266365749,0,7662.63874720652,4203.72477051317,4913.39625210678,7066.96700255609,8034.42934859388,2922.81611239803,9183.44221366978,5677.53807956115,3463.4165980324,1088.09224669581,4104.76443265993,0,3587.3317078816,9203.94846257686,7410.66924035345,8677.83915054506,5950.3246470221,7307.11619849151,10392.8583283468,5256.96075613859,4529.50643583226,3086.9705373608,7902.80609353934,12628.1724039221,4151.8789521464,3640.6691511859,12250.4665776559,5219.29611287831,4284.12021997523,10872.5900464723,3103.04649124143,8951.42228895808,1722.94934269293,8466.92529750675,4425.05915861087,14641.8046886046,8677.83915054506,170.17369656416,5236.02382067193,5621.90520785594,6603.47992236016,8147.39742661611,6410.91965187864,7494.91839806327,12722.6624849505,2924.2804545712,5554.73038528017,4070.51615282974,943.503473206536,11381.7116113175,3962.70323403346,2786.42833924075,8659.19238259743,2354.74640401671,5041.62953625277,3911.98369183552,10382.9698614246,0,6309.89882254681,2337.30955040889,3956.83137714232,5623.08287368352,4332.05972204686,7122.3748372618,6734.64844449393,6242.85701395923,3120.32269937114,3735.17886745123
"Greece",1015.59512261312,10474.687121363,11062.2240541972,762.382095702891,5725.90164700213,8158.99008020596,1528.77720866842,3283.41932221761,10158.6647955576,7489.18622937996,9338.7327980086,2628.03413523676,5383.09677490124,11164.907350843,3944.18144433868,9221.42076238379,3280.76555699541,3527.72682653427,10353.2565925611,3902.34672401628,8908.50574415536,394.992267098526,1623.13151507048,8542.88894450337,10441.6765367993,365.192907620047,10467.1235048221,2022.30400323548,889.004843864465,3806.86366925287,971.965135159517,3587.3317078816,0,10279.6654259246,8752.73582593638,10014.3658773483,3467.43787663076,4013.49493010205,7568.99310780382,1424.65257309846,2422.15989743947,106.054785262908,9236.07122578788,8375.65108991827,786.104958354321,3400.62791369057,8043.82321181037,1891.3691752429,1490.71652676861,7928.26520693365,575.919110054057,9828.34559859639,1975.77139555853,4867.86467647914,1596.03608064729,15892.3378373291,10015.3949305257,2588.88179315387,2105.63035296869,2875.15880836129,3112.51333018693,9995.86735720588,10385.0709667581,10177.4059568396,8920.49174967972,2187.68715424216,2448.30284003934,964.99978509933,4110.16357956728,8619.34505880755,6337.41040172759,1310.27444892612,5965.7798609206,1434.09516871417,1686.03645932575,1056.48893253962,6954.73384605444,3533.75890602514,8411.25887370313,806.09275592063,0,2600.65628634199,1891.29864876299,6750.21299889097,10920.9210991827,8526.00732177203,4806.97592646768,5619.59295844226
"Guatemala",8178.86840046236,4717.22482191823,12523.8196264272,9199.3219264736,15086.4287463589,3090.12088152583,8602.35466352098,9594.86827187326,3547.78552586438,2544.13744899715,16206.6394703623,10599.1268622116,2716.0457133931,4126.62588381417,11403.9668493527,1415.05541263154,11305.411902089,11136.4367063106,540.132724090659,8667.93339538109,632.917867711054,11508.6870390886,8809.12008295522,1754.76422594132,1511.72434030651,11124.5669123713,0,8926.41967028714,8139.41215936381,10778.0171066436,8807.39294777284,9203.94846257686,10279.6654259246,0,1493.69146137466,0,7057.57723994545,13929.8361434656,14038.9000679524,12030.4840807717,7701.56928127022,9058.53339350722,1090.15290218701,11070.8535107983,11911.4012491149,13296.9753308869,12477.1316955167,12950.8365503948,8855.69449250665,15825.7569947275,10007.0399208775,0,7483.05515197234,14581.0808908598,8651.44829182194,9104.01503719981,243.440757434367,9841.43398152161,7782.90391181132,13868.5155725625,13660.8122747317,885.751436695016,4824.23821240657,2179.65906725008,14436.8706238606,7912.08491489669,13532.4477056707,12069.4575297068,7556.31653271017,17332.6758097945,12247.7060383083,7871.93942459205,16727.7341591481,11610.513557593,8794.50406430378,8983.66382825627,15604.0141404693,9492.7930598383,2965.37467486452,9486.65774458625,10673.2254572016,13703.2733490145,7837.16556878878,1066.15314687024,5979.08809391676,1762.52051009463,12534.5843823089,12975.0177195577
"Haiti",6415.73306791167,4448.49878931001,13982.3171094165,7774.41455908702,14457.4363089774,1400.633537513,7237.10931621201,7799.2689462178,3140.74005945854,1701.76431850933,17097.0030011825,8815.74158525348,2557.22970417093,3939.359777007,11694.1369290927,620.447071140839,9579.95439307913,9390.66604888987,1288.68433741572,6883.34433260465,88.3818261950403,9982.17293243531,7586.29239642906,0,1913.55745973571,9495.72148006856,1505.23930172684,8068.40061648302,6706.41161921652,9023.87682304954,7470.82308262665,7410.66924035345,8752.73582593638,1493.69146137466,0,1000.83378209999,6109.61423929494,12986.9866650764,15787.2926085706,10680.1778913665,6351.2152717573,7585.96286957346,192.684513930667,11883.875003466,10371.115106656,11495.3010145388,13139.0057348934,11474.8382478574,7470.20999507983,16774.9293611396,8396.31515443369,1309.2063044304,5683.08945286641,13762.5475194576,7294.05914419946,11043.9444059818,1000.83378209999,8041.00125579614,6958.70109354241,12442.516188606,12542.9102393922,1074.67932645812,4309.55995325375,2005.26656632606,15202.9212203415,6286.9941543845,12035.9738300256,10475.4087686948,5762.1134326958,17593.5583664045,10787.3460391282,6323.57578772062,15515.9926343083,9851.61484636792,7745.75665750532,7522.06690429459,15450.9527918166,7696.78256886681,1379.85202810025,7850.53180708478,9218.88528421803,12187.4388755596,6547.21459203533,929.814838920404,5548.00869797883,675.684345915823,10845.3778637424,11329.6661996921
"Honduras",7733.53523585156,4470.22789761056,12697.6331425066,8988.31413410918,15197.7564514283,2544.02429430055,8420.03184588191,9071.32890964554,3236.66019106667,2072.98223039802,16551.0727309683,10065.6881419597,2805.60686261584,3883.55915492918,11718.6364468403,941.970836032836,10757.1042879136,10589.6141428889,252.014499052494,8136.49519105674,597.800269370671,11247.5337934246,8699.14355771724,1254.09258149743,1489.23924977881,10792.8283138761,0,8939.44790367275,7919.07267682287,10234.5983646046,8644.92733874871,8677.83915054506,10014.3658773483,0,1000.83378209999,0,7036.97311463996,13954.9064266629,14355.3565573343,11873.0290758956,7522.81675467754,8822.96013474441,629.748811758013,11431.8655283387,11642.9309976837,12785.6173066106,12833.5399962703,12725.9913879797,8664.47482902444,16161.8676154243,9686.05793523247,178.379919992874,6986.09657449134,14645.0363168377,8473.43647397806,9404.71003977442,0,9325.73186880737,7797.12128778193,13677.6533739592,13680.4258366668,569.371963497806,4491.19102469398,1865.96524331682,14795.437320953,7576.43679787451,13297.2454965046,11764.761919026,7032.85885576775,17693.0611746277,11721.4967431195,7585.88590353112,16688.0170685672,11169.4050096451,8756.31279238485,8751.66863989839,15867.1422232344,8969.7970978239,2415.13083497587,9153.64012213502,10451.9382955538,13456.4644116007,7688.04455887661,983.054844225235,5700.71957546466,1222.8543491557,11984.1048474824,12426.2148919298
"Iceland",3272.58934487526,10133.4959075605,13256.241269713,2378.90807011023,7878.55393369579,6294.16267165513,1785.55815959408,5906.64969387557,8914.89526964584,7001.53381800807,11128.329530951,6112.85331963472,1646.59690902929,9873.17425316397,5599.17394812618,6838.8945820244,7118.57738629744,7206.63850466268,7505.58932113898,5929.99425338411,6101.72288535048,4497.66748645262,1476.38726954446,6036.96676289678,8266.19775418064,4548.7049584042,7389.83219499983,1498.26293990842,1779.14012835025,7200.22909611653,1638.74359114414,5950.3246470221,3467.43787663076,7057.57723994545,6109.61423929494,7036.97311463996,0,6448.62768071312,10263.7404468055,4604.74738151969,1078.64098164071,2444.0230440735,6457.94584320823,7427.59067964351,4878.51843307526,7629.6887523595,7940.12256013338,5656.58648778066,1995.33278162851,10396.8646265049,3694.55546485324,6436.15288964063,3185.70061262689,7195.59003351821,1662.12982707351,13175.1697816909,7071.86580354645,5802.90744723791,544.999786582859,6440.9739616058,6170.35072644638,7440.67899237323,9737.57342840831,8270.28144945303,9674.26785055351,2459.972520584,6223.19135600374,5054.29459356642,5196.81042801823,11079.5864225048,10315.7557346001,2293.89281783872,9184.31536226938,5530.05328423259,1245.64390961841,2295.18658033504,8959.24240541955,5986.22594589189,6567.67601154409,3414.35983655881,3591.88843310293,6417.75186820432,791.32336357054,3265.92568617397,10837.4951897213,6644.12549380331,8859.17611626392,9639.07244622123
"India",5691.74253387128,13597.6814779902,3844.71045830322,4861.81964855757,0,12789.5401280451,5613.23215929652,6923.38940064666,14381.787140639,11627.2711971228,2245.21280095362,5746.06115768889,6712.59088670902,13697.4544336967,0,13647.1937029473,4590.01703018197,5774.5112257368,14439.1186650648,7653.72939930078,13035.3530332716,3438.97472102413,4987.93925603799,12886.6709135839,15030.0267685752,3209.96060411752,14293.2142523541,4279.95885933869,5511.37297839327,6315.71440900338,4996.88289354258,7307.11619849151,4013.49493010205,13929.8361434656,12986.9866650764,13954.9064266629,6448.62768071312,0,180.047181096501,591.634826215362,6364.82847998016,4868.79480151875,13375.4783754302,2659.18352629196,2971.64487688572,3477.94264713145,2809.07466101353,2035.6579102648,5614.62252862766,635.036844027384,5243.75825507378,12308.3005504321,6727.51445294964,0,5513.17286162184,9221.85615042692,14004.7311957536,5782.93012572077,4680.31168237903,866.874143754723,0,14330.6129500589,14164.0775160861,14883.9112000489,2545.09823268185,6817.82555066552,1682.80278631648,1300.51926488035,8394.53451113224,1242.67391685192,5675.61766567778,6045.34291785247,38.2099730282861,3135.59894537483,4742.87209231747,5377.18099711797,489.728734596392,7222.46368834204,13056.7274541652,5538.91926032484,2577.00174120667,1200.48843742568,5887.10770363438,6566.81719132533,13865.0536350816,13168.0814733964,4831.11296450789,5205.6071769484
"Indonesia",9069.70879285955,12397.0360870278,164.984603116831,8637.29268072381,1676.69581178355,16518.6226474736,9427.11510633202,10049.2593841052,15287.6255822338,14503.700379116,44.2280667846629,8765.49172314334,9599.32802434572,11448.6287089513,1554.98424115111,15529.6609156744,7107.88273287391,8497.98229514606,14779.3991517643,10771.4053715746,14635.7182576759,6994.31329760229,8841.42218993464,15996.3992517689,14109.2115613779,6510.83935898487,14285.265167979,8112.39314003794,9217.22788832445,8986.61031252025,8818.00855446743,10392.8583283468,7568.99310780382,14038.9000679524,15787.2926085706,14355.3565573343,10263.7404468055,180.047181096501,0,4102.96404477276,10218.8613058208,8463.24780646149,15406.8384587666,2204.37228736955,6479.76987989154,5916.71078402051,3172.58026497035,5521.64685023572,9421.13643713214,0,8789.23366669177,11188.2657012519,10251.9687258299,2393.20835945208,9355.00199336366,4282.27055022392,14559.7028325248,8861.31181823471,8414.53079424874,4213.26415244945,3296.52950991229,15120.5607881991,15459.775605615,15068.224815486,189.903312971975,10523.9017075284,5104.49273197201,4612.96663337013,11658.0028297504,17.7735706935307,7491.19800135047,9671.63576320044,1480.95341565947,6285.39562201436,8552.44467521939,9136.73186847783,264.00236724123,10311.6844270956,16765.8332250771,9072.63388068985,6166.86551998476,4645.7498697431,9726.47757422286,6789.28770509546,14791.3350519803,16166.9988787687,7031.93547214812,7225.00005883485
"Iran, Islamic Rep.",3098.38689499134,12367.8163243095,7672.08895475123,2351.60445130046,2469.9503460158,10216.5310935834,3173.86773658636,4899.20691096727,12195.0097237901,9461.41977535538,5925.8067460296,3891.37683264696,5871.4869412682,13234.8446797294,1131.88131923469,11220.4328697803,3438.34486696206,4296.6218346974,12257.2657339251,5597.52984826885,10807.5809406346,896.668707321449,2763.44305758774,10508.8425222092,12497.2370937973,1090.10978977262,12288.6773658979,2585.60849404196,2904.99543392935,4806.46321930783,2602.33233699506,5256.96075613859,1424.65257309846,12030.4840807717,10680.1778913665,11873.0290758956,4604.74738151969,591.634826215362,4102.96404477276,0,4051.77938598544,2182.91148323134,11137.3443405442,6007.67445281895,600.983427135602,2814.59041649441,5668.36299045711,22.8999052436753,3156.61880393129,4465.18161101485,2618.15351640571,11541.6346971636,4063.47654274424,1656.97383692322,3166.3620185607,13082.811431058,11879.3843798336,3912.60663261773,3147.26339434556,56.818205192561,0,11979.6381839082,12312.7744215393,12258.8386072838,5910.5214203005,4207.35234582619,191.68716312407,151.371196352543,6085.24970647729,5152.79050882616,5946.11897837765,3380.06743752885,2568.04292421741,1454.48883110353,2694.55430957549,2829.58198480227,3612.33198936808,5181.58248404125,10473.4957682488,2881.82342062408,0,71.8513244184638,3524.14801241677,7531.77193573274,12660.3415670921,10593.2941995817,4577.05092952302,5303.89901273569
"Ireland",1844.97667028363,9564.20727723586,13630.8730000093,1250.81776047625,7944.34428119347,6112.53828043482,621.036438833993,4472.32396351227,8602.39746342305,6484.96619111039,11475.3223790744,4710.69103738278,2962.33987256464,9569.6657477146,5904.36492894666,6952.35353341373,5737.33023576328,5803.07532355045,7911.79985496496,4529.91289786936,6465.56035227011,3590.58700109992,933.73403558887,6211.10306345581,8323.48602215767,3422.21317973913,7941.91451796405,1658.38230960642,420.910141396602,5773.23060226184,824.328572212946,4529.50643583226,2422.15989743947,7701.56928127022,6351.2152717573,7522.81675467754,1078.64098164071,6364.82847998016,10218.8613058208,4051.77938598544,0,1194.3119794938,6794.74709311346,8439.36474380348,3995.4398640772,6429.49417921722,8762.08572412941,4968.67468287385,883.101645722212,10451.6185852625,2417.19656940798,7235.87044788256,1757.4239038822,7170.24034129344,664.043243836608,14649.3335676513,7529.27561982092,4369.16086321131,850.033759981658,5878.92694469863,5897.94320764352,7677.43097081717,9180.76888414656,8226.05470708757,10290.2539812983,1043.56507811345,5551.92964887752,4178.76222436411,3885.98636694355,11161.9123973496,8907.41161844358,868.154848735014,8875.86908230632,4294.54377362587,1161.64768233492,1091.74648583167,9133.14360568554,4555.97931831819,6385.7466612405,2063.41048310697,2709.59944226204,5730.26379261368,0,4034.44243019603,10137.2198005046,6488.82717776179,7518.80239742604,8281.66209839357
"Italy",219.823983086832,9650.8911627701,11998.4895876822,0,6510.50549778073,7108.65327122366,394.14692454466,2850.65170655856,9220.60279501651,6651.09679970251,10158.8336122049,2617.03913430527,4424.73369817749,10214.797004317,4644.51750055878,8100.05606076464,3523.4850785624,3662.18923817892,9179.77086825735,3346.37601295203,7729.86841996177,1339.27262183959,841.028185894231,7396.91079006823,9383.28979678824,1077.01574157181,9264.4365055723,1530.11365757848,0,3814.02189094305,48.750471132695,3086.9705373608,106.054785262908,9058.53339350722,7585.96286957346,8822.96013474441,2444.0230440735,4868.79480151875,8463.24780646149,2182.91148323134,1194.3119794938,0,8059.01922586176,8585.62417878585,1737.12172313511,4019.39364754503,8515.96858606754,2828.28552917151,367.044103223689,8803.15950270811,82.0798432379659,8602.9759110737,1021.79257172519,5659.21140034635,509.779166425091,15709.9473056005,8826.01342374456,2550.63031070369,1255.08041711173,3801.95286676647,3990.01939436518,8863.63762588502,9501.11129768862,9180.77570634751,9612.277684999,1111.57138431918,3390.75477542023,1910.19536744173,3311.69736360853,9503.04383891247,6683.68646667907,339.415330308095,6892.55276446357,1886.82071009524,922.904824292087,0,7751.31253364648,3062.85306153002,7369.28229673467,72.3944460579796,612.157439753479,3548.11272740267,713.886232974218,5506.10379022528,10154.4015808735,7486.09603337421,5203.68090553091,5991.51378039559
"Jamaica",6924.22353989676,4525.01418523181,13734.1698031749,8237.33222230066,14784.9825294484,1847.14582672129,7686.58600616097,8292.71172007457,3253.19426849085,1922.6175620974,17035.9957881293,9302.73272802648,2603.17438534238,3984.00570600292,11757.296598879,762.029620713842,10045.8544220866,9863.07473540437,992.024733510161,7370.5342148803,148.519614256816,10467.632856004,8007.53562363968,451.639762892716,1807.57256206239,9995.3641976731,1118.45312956119,8405.43494503708,7167.76766341231,9498.44448893844,7917.62820119761,7902.80609353934,9236.07122578788,1090.15290218701,192.684513930667,629.748811758013,6457.94584320823,13375.4783754302,15406.8384587666,11137.3443405442,6794.74709311346,8059.01922586176,0,11770.2106417374,10859.3558371437,11994.4661523321,13100.7044492743,11955.4710657684,7924.78779841695,16690.7495271566,8892.12891657515,917.88775801584,6185.14536362691,14132.5236432681,7742.13058889987,10636.9030808137,629.748811758013,8538.21472268321,7280.68554336306,12917.6921791019,12995.7291952025,927.999194941496,4444.65525969075,1975.97311853531,15143.6175291237,6782.11902943983,12520.8869948009,10971.5136912751,6254.49399775928,17787.6179952728,11199.534203988,6805.90444128549,15974.1655508498,10360.1454427494,8137.17015633059,7991.30205053191,15689.0138617969,8190.48759192891,1788.42479878952,8352.91705720482,9690.81759033544,12675.4401285994,6978.09038742051,752.18241600484,5683.72881562209,828.933163429936,11305.3940140547,11781.8312653959
"Japan",9709.78232308158,15998.248748496,3985.85403923231,8248.55615508107,3152.6384581285,13140.907063976,8463.88924689099,12336.7797219244,15027.8853111417,13830.363457085,2324.30207285175,11292.6039650026,4851.10759586209,13018.3802716916,409.436870015133,12653.9745077792,10140.658324321,11377.1715668489,12004.5906565015,12909.1236264982,11051.9222887296,8247.32078287877,7682.35768103402,11966.3558630234,12567.1291164873,8530.77949477703,11464.7356863859,6101.01214759836,8585.6222128247,11918.5544475448,7856.1360606608,12628.1724039221,8375.65108991827,11070.8535107983,11883.875003466,11431.8655283387,7427.59067964351,2659.18352629196,2204.37228736955,6007.67445281895,8439.36474380348,8585.62417878585,11770.2106417374,0,8044.80235617542,9003.27384403999,57.6318026580232,7365.18003408723,8552.20617304174,1995.23504195018,9513.41007686148,8104.39587173882,10344.7224695341,3563.6248667935,8213.28412077704,6250.67602635599,11702.3532770263,11332.7953904039,5371.32007957286,6469.90731328607,4623.94479874717,12325.858869148,16298.7886667772,13647.6608539639,425.015755951104,9803.24127350258,7178.49290270747,6899.63560114355,12696.6173374979,3305.44025732279,11237.3621121558,9408.68727012929,4823.70954777843,8726.3271873357,6386.92922530808,8669.11845587755,2108.24142151699,12588.6934790013,13320.0907521324,9580.44274328748,7241.19202629635,6721.75676012133,7726.49103690328,2198.94827512299,17459.5736891548,12754.7867646516,10492.9330581602,10836.0071029525
"Jordan",2377.2381122745,11262.0937392366,9946.82271868353,2272.53633526169,4761.57698415841,9693.60732792315,3091.92662223276,3789.38636514423,11196.9350368303,8417.11940968125,8309.83638189853,2782.04598707508,6491.5120906514,12308.093092938,3175.12251016219,10807.4538185496,2794.37373458172,3337.22435067348,11973.1751739823,4493.43399153139,10532.923598182,293.789738996021,2956.17699650587,10148.9511850267,11964.0410799406,7.59922722879887,12098.4607233218,3122.1415614348,2520.40008157834,3778.97730574279,2515.74702179844,4151.8789521464,786.104958354321,11911.4012491149,10371.115106656,11642.9309976837,4878.51843307526,2971.64487688572,6479.76987989154,600.983427135602,3995.4398640772,1737.12172313511,10859.3558371437,8044.80235617542,0,2624.22626886655,7646.5654172917,776.24963117243,3052.84616366068,6854.64844040163,1963.58594760904,11458.7399802791,3423.6684935,3904.53338561521,3141.64541485711,15192.2827343261,11643.2920598667,2799.95966167126,3420.13066333716,1768.52056471562,2070.45848561836,11587.3305922294,11211.4823077738,11617.3094154191,8131.44743748154,3804.18544294452,1333.18072731994,0,5093.98171087764,7536.54583980173,5721.05474693641,2904.56484798721,4854.77982634082,797.070202997603,3004.08441653641,2635.29550144887,5963.01148408814,4074.4849906018,9936.42323368375,2247.31469479339,344.9163391946,1490.24537772319,3453.29686805584,8321.84718019181,11546.0252118787,10022.1046595557,4174.80548966525,4997.17060153172
"Kenya",3186.08460755606,9724.01893605027,8066.80386656029,4926.77122300942,5439.66945712586,10279.9055907366,5611.9562855187,3399.21779595324,10130.5140000653,7653.6184774089,8009.44655457893,1988.90085607401,9406.28064853812,10563.7292435398,4901.6312581076,11212.7792700193,352.258196543362,1708.49610528517,12833.9128702544,4059.7964070964,11732.3607414062,3227.92487660224,5781.46280507855,11160.7230159727,12148.2404931882,1826.07428246275,13293.7920836416,6115.72027962302,4745.74625460074,2161.71548886145,5115.3323580381,3640.6691511859,3400.62791369057,13296.9753308869,11495.3010145388,12785.6173066106,7629.6887523595,3477.94264713145,5916.71078402051,2814.59041649441,6429.49417921722,4019.39364754503,11994.4661523321,9003.27384403999,2624.22626886655,0,9225.49183896956,2782.65374134075,5579.20091983812,6406.51098657044,3972.80846165319,12979.4778563578,4794.95665841604,4880.55882468004,5707.47195449375,12040.4767891574,12785.6173066106,2285.5568814974,6263.9384768405,1860.86291874952,3152.97817184911,12275.8437414585,9782.27525596202,11346.3753931929,8315.85668459849,5571.16501705916,2478.24980562143,1356.61805750348,5071.32639677915,6873.29841532322,2135.92946027416,4909.17550252928,4209.99798591715,458.197126312559,5845.34445284757,5123.36446916622,6241.60342721463,3576.0604775189,10440.2911268568,3828.52764093899,3360.66192433405,2391.46461255369,5955.44814812944,10541.0801848404,9675.58726218299,10369.3044584258,831.789697858721,1495.54592615241
"Korea, Rep.",9559.21317057448,17325.3209621296,4930.94379468362,8176.14777378981,3391.47105134434,14195.3949636232,8572.30713803334,11926.9373389814,16424.3088062296,15062.2911800031,3330.78812940951,10975.7287995192,6062.50293875332,14321.750950941,298.38948172467,13982.8076995231,10252.5900591499,11322.9390003106,13408.6982704716,12577.6076195227,12406.2714586887,7836.99523930248,7813.44650128484,13203.0157223078,13993.9535970884,8131.3806847156,12874.9523018599,6364.31937348565,8629.64142389308,11848.6439173693,7927.70699616539,12250.4665776559,8043.82321181037,12477.1316955167,13139.0057348934,12833.5399962703,7940.12256013338,2809.07466101353,3172.58026497035,5668.36299045711,8762.08572412941,8515.96858606754,13100.7044492743,57.6318026580232,7646.5654172917,9225.49183896956,0,7072.33676593741,8638.62056868147,3009.60457565017,9255.46055914187,9531.51398166622,10351.4986347346,3662.6791796458,8335.63610535274,7776.88594930037,13103.6670718279,10994.7060671994,5888.17359480502,6487.96247706315,4380.54348242473,13722.4326738129,17676.8033214464,15052.8572017079,1437.71757451883,9963.33337305714,7020.53275614815,6887.4244935673,12717.6849230735,4221.90266573379,11778.6569781072,9423.26353160757,5349.77831925771,8505.18959367783,6646.37285106986,8665.53874120992,2766.83778390088,12188.4266981693,14419.7063181794,9392.36980896107,6832.40288537848,6613.79495829111,8047.58581280958,3617.1210744326,18881.0851293752,14052.6188230589,10868.8730169323,11307.5020371072
"Kuwait",3493.51872029033,12304.8272980132,8979.06192114943,3233.9891673438,3918.35282832466,10809.6739366188,4067.4830553395,4843.1695563142,12300.260506653,9514.90038660713,7392.56793904454,3754.64296316248,6971.65928939226,13420.6508364046,2529.72853419521,11925.3152345088,3243.51807898476,4090.04150083058,13074.2905618719,5561.6474015633,11627.1104226938,1333.68382653924,3767.07958163571,11262.2230366645,13076.0423670985,1130.11588541078,13168.4535322172,3682.87688937449,3608.75471564998,4601.29552872752,3496.54512844556,5219.29611287831,1891.3691752429,12950.8365503948,11474.8382478574,12725.9913879797,5656.58648778066,2035.6579102648,5521.64685023572,22.8999052436753,4968.67468287385,2828.28552917151,11955.4710657684,7365.18003408723,776.24963117243,2782.65374134075,7072.33676593741,0,4038.68198810518,5907.25760543727,3081.93171744715,12490.0701912805,4534.00197924854,3071.3513080287,4097.29199037322,14311.0129697786,12728.3942491484,3791.91145917194,4185.1552116192,804.258250311993,1207.20478446117,12704.6519728538,12266.1199677285,12735.2389726525,7337.18139759087,4910.07487597052,379.522635292034,0,6213.19649836513,6581.66630938721,5900.8404837124,4016.30348502182,3885.12449772821,1248.44905067253,3738.85440383399,3653.9731141362,5083.52795974458,5136.82976066918,11050.9210874032,3355.28650587668,815.742824333199,562.537157886026,4430.90588474479,8589.38058208645,12528.9676081213,11130.5733151536,4451.92840805372,5229.8341291282
