"","Distance to Algeria","Distance to Argentina","Distance to Australia","Distance to Austria","Distance to Bangladesh","Distance to Barbados","Distance to Belgium","Distance to Benin","Distance to Bolivia","Distance to Brazil","Distance to Brunei Darussalam","Distance to Cameroon","Distance to Canada","Distance to Chile","Distance to China","Distance to Colombia","Distance to Congo, Dem. Rep.","Distance to Congo, Rep.","Distance to Costa Rica","Distance to Cote d'Ivoire","Distance to Cuba","Distance to Cyprus","Distance to Denmark","Distance to Dominican Republic","Distance to Ecuador","Distance to Egypt, Arab Rep.","Distance to El Salvador","Distance to Finland","Distance to France","Distance to Gabon","Distance to Germany","Distance to Ghana","Distance to Greece","Distance to Guatemala","Distance to Haiti","Distance to Honduras","Distance to Iceland","Distance to India","Distance to Indonesia","Distance to Iran, Islamic Rep.","Distance to Ireland","Distance to Italy","Distance to Jamaica","Distance to Japan","Distance to Jordan","Distance to Kenya","Distance to Korea, Rep.","Distance to Kuwait","Distance to Luxembourg","Distance to Malaysia","Distance to Malta","Distance to Mexico","Distance to Morocco","Distance to Nepal","Distance to Netherlands","Distance to New Zealand","Distance to Nicaragua","Distance to Nigeria","Distance to Norway","Distance to Oman","Distance to Pakistan","Distance to Panama","Distance to Paraguay","Distance to Peru","Distance to Philippines","Distance to Portugal","Distance to Qatar","Distance to Saudi Arabia","Distance to Senegal","Distance to Singapore","Distance to South Africa","Distance to Spain","Distance to Sri Lanka","Distance to Sudan","Distance to Sweden","Distance to Switzerland","Distance to Thailand","Distance to Togo","Distance to Trinidad and Tobago","Distance to Tunisia","Distance to Turkey","Distance to United Arab Emirates","Distance to United Kingdom","Distance to United States","Distance to Uruguay","Distance to Venezuela, RB","Distance to Zambia","Distance to Zimbabwe"
"Saudi Arabia",2323.76667617339,11176.4931016991,7915.1362795616,2455.37968755331,3317.4040963091,9722.32042024016,3275.24288361817,3703.00481704212,11134.2259183911,8350.8558594627,6573.6388154349,2673.2205850425,6633.57683541035,12252.4004864635,2439.13679624219,10868.8675010784,1889.23632293302,2930.842160607,12067.1943435865,4412.63869422647,10648.2029214821,473.110630840911,3131.4517158042,10236.4370823151,11966.1696370805,13.2070094925073,12232.2190621136,3264.6958073345,2677.60974352879,3469.91662908527,2698.9955444018,4070.51615282974,964.99978509933,12069.4575297068,10475.4087686948,11764.761919026,5054.29459356642,1300.51926488035,4612.96663337013,151.371196352543,4178.76222436411,1910.19536744173,10971.5136912751,6899.63560114355,0,1356.61805750348,6887.4244935673,0,3236.16040307775,5029.36796200538,2039.81336371614,11624.0836796898,3443.98622736994,2564.98444243177,3324.75985312072,13169.909364517,11764.761919026,2695.88137362002,3592.88992647598,0,700.016998439985,11654.4301987894,11129.2697609358,11596.3595523768,6730.98382716283,3930.9216383898,0,0,5043.59660292656,5676.66717937333,4465.50463297556,3023.4089792206,2902.82663677822,191.818876253799,3173.99363762181,2818.51841980406,4364.02019654315,3991.18714133261,9955.20741077192,2260.12313352141,482.829551456362,0,3636.59066751004,8456.62349181576,11447.06522194,10015.929494313,3012.71229687486,3789.89495592255
"Senegal",1311.43705075623,5825.29199509295,14030.6698571256,4031.07549555253,10306.3016485071,4523.78554204619,4058.1284585776,1341.22316231481,5570.55219175497,2839.7435681042,13699.4400660019,2349.73888512856,4760.27194338319,6663.21718350822,8633.89952447739,5537.63355186916,3270.21115581423,2947.85870531043,7078.52193851508,442.277511181093,6014.59062331523,4974.71318205514,4686.09663450338,5418.61136210112,6561.69958585677,3980.07570780127,7539.49214020521,5547.69809605927,3177.04420316778,2633.06318851408,3981.67984608225,943.503473206536,4110.16357956728,7556.31653271017,5762.1134326958,7032.85885576775,5196.81042801823,8394.53451113224,11658.0028297504,6085.24970647729,3885.98636694355,3311.69736360853,6254.49399775928,12696.6173374979,5093.98171087764,5071.32639677915,12717.6849230735,6213.19649836513,4078.48151416943,12114.5271528379,3517.10636450966,7306.43092618901,527.133116907095,9452.68691328866,4156.08869451057,15513.2097529121,7032.85885576775,1592.85384473329,4920.46615859432,6783.24273385544,7597.35591474014,6538.09962200353,5733.90041560468,6102.8107097818,13644.6766088462,2322.41650405249,6625.10716682494,5043.59660292656,0,12693.4625915284,5341.01915039027,2319.12427670051,9910.97394267688,3602.76666494007,4891.49041948208,3779.35921048505,11475.792919735,1242.04082157211,4697.39349552505,2809.07284190063,4588.49088319268,6709.56580217456,3789.92618353375,5661.55575148108,6303.40129144909,4661.69409632292,4632.98078717621,5231.77679667531
"Singapore",10129.4968678576,13965.1420590502,2647.02364899024,9635.86425976913,2473.89090683422,17559.4153350507,10409.1812770688,11064.5315095908,17135.7613578766,15375.0792774934,1174.57701968872,9731.22931564239,10606.2749859974,13898.399633753,1956.33273499702,18385.8598643785,8053.06176604005,9457.82870414816,18266.9518608759,11775.8496677808,17198.4400739204,8043.99627563914,9787.11263558175,17572.5246599949,18291.4532050433,7569.68167171595,17721.264991595,8968.54788049227,10247.6706401688,9927.91357436907,9794.40379768866,11381.7116113175,8619.34505880755,17332.6758097945,17593.5583664045,17693.0611746277,11079.5864225048,1242.67391685192,17.7735706935307,5152.79050882616,11161.9123973496,9503.04383891247,17787.6179952728,3305.44025732279,7536.54583980173,6873.29841532322,4221.90266573379,6581.66630938721,10407.2159447554,3.13610399558157,9843.25601158599,14297.5006514329,11311.0695585936,3232.84817626751,10315.0195759895,8027.07303646938,17964.924168215,9881.03927937063,9194.23719545995,5277.05038187612,4337.31814501677,18585.2445935424,16384.0633779786,18009.7822638946,1609.69965868886,11549.8511173833,6168.16080033051,5676.66717937333,12693.4625915284,0,8180.19282958858,10710.9767191343,2495.62555435527,7333.59255987535,9384.95724367845,10142.5421058783,526.521629666757,11315.3890507503,17813.8866849791,10132.9051555201,7201.28884059169,5707.7659227522,10649.0079117433,8460.50442951018,15661.0133087586,17908.2634143662,7858.41162723557,8007.25069958817
"South Africa",5128.43732758639,6503.2761206314,6411.7428718673,7738.99342665298,7955.72365761978,9369.59266091392,8276.3281634229,3921.61362234666,7489.21084986377,5753.76328316659,9330.33586888292,2957.12044873216,10778.4255033212,6649.09767394832,7806.91930001304,9427.30241462797,962.099308289562,2272.60950759627,11348.7233140785,4130.27263292239,11118.449433146,6286.78148382664,8659.90538231556,10495.5830983438,10130.5480200121,4883.23376149684,12091.2492776634,9103.8057494114,7335.85904992978,2490.06310121041,7885.22226738004,3962.70323403346,6337.41040172759,12247.7060383083,10787.3460391282,11721.4967431195,10315.7557346001,5675.61766567778,7491.19800135047,5946.11897837765,8907.41161844358,6683.68646667907,11199.534203988,11237.3621121558,5721.05474693641,2135.92946027416,11778.6569781072,5900.8404837124,8252.3490387037,8033.96139904124,6604.69844325062,12326.6795920212,6350.15227464302,7714.14973800555,8395.5608416724,8046.27939803797,11565.0362195794,3483.25680393943,9113.65998094817,4929.08110992084,6197.75810541513,10789.0437126497,6924.11762265578,8711.98436434811,9807.50025361083,7434.0635728523,5613.60739491002,4465.50463297556,5341.01915039027,8180.19282958858,0,7196.05464872002,6183.01758411406,3458.67455191251,8715.53676070969,7805.97550866101,8020.00204713212,3963.44784825942,9357.40901805763,6170.61667770699,6447.93888669628,5517.86280798492,8559.92838851918,11680.7422064742,6478.83997529197,9019.82997821801,520.100237295906,0
"Spain",161.703059732717,8488.40324355297,13186.1041334391,719.745751614419,7689.65618973595,5791.34055570288,806.68554512608,2744.55277110093,7915.57547147811,5511.23337026923,11345.7530634445,3081.47058931156,3395.45258076932,8882.70747292023,5758.18917695915,6815.23085164095,4129.33822239459,4146.33911229824,7923.38429192732,2803.20873100413,6478.38718357829,2520.40139162677,1442.96080382308,6121.06644214106,8073.47671449106,2081.66516557679,8042.55458177209,2261.94945293336,0,4059.43382377533,669.501780559747,2786.42833924075,1310.27444892612,7871.93942459205,6323.57578772062,7585.88590353112,2293.89281783872,6045.34291785247,9671.63576320044,3380.06743752885,868.154848735014,339.415330308095,6805.90444128549,9408.68727012929,2904.56484798721,4909.17550252928,9423.26353160757,4016.30348502182,809.078469028175,10010.108811963,964.239964130444,7428.53082243172,17.0126985154364,6843.8889664075,945.83371567914,15831.105150575,7586.45561237272,2639.21357887198,1734.8272279705,4999.31863223474,5198.413233002,7582.77634600214,8254.01908689654,7813.64581155195,10602.97148349,0,4571.69720070198,3023.4089792206,2319.12427670051,10710.9767191343,7196.05464872002,0,8090.67284617269,2783.41350985393,1604.69610932048,468.327663947781,8931.4857931889,2815.36135929305,6042.5838937002,493.820326779067,1818.24466006287,4720.61576521491,710.422647972124,4523.82113524632,9042.06416658368,6157.93977051773,5920.30367263566,6678.12766372527
"Sri Lanka",7340.5509119878,13723.5797878458,4719.43058279591,7188.82450928866,1632.08753208092,14866.1087571106,8009.8674938908,8306.51417612087,15240.0207982545,12819.2275823845,3574.0961190243,7025.5305383462,9565.65759685729,13787.2294444637,2093.48991395045,16003.4653161736,5406.31820072483,6780.53801724646,17092.3606090418,9031.16503318956,15644.5261938926,5400.0690095377,7527.36747565298,15327.9588699978,17080.0901672929,4780.69842467933,17062.6395654473,7021.6883253695,7667.65960537326,7280.03153259903,7426.96617836997,8659.19238259743,5965.7798609206,16727.7341591481,15515.9926343083,16688.0170685672,9184.31536226938,38.2099730282861,1480.95341565947,2568.04292421741,8875.86908230632,6892.55276446357,15974.1655508498,4823.70954777843,4854.77982634082,4209.99798591715,5349.77831925771,3885.12449772821,7993.78031355028,1965.5867341522,7160.00780005664,14972.6070197815,8590.71349887536,1948.62784163591,7990.24049173026,10120.6355054032,16699.2233981666,7118.11719609352,7484.68380849805,2539.9141600378,1871.77629718193,16782.9440963169,14742.0432777276,16464.3744553567,3872.25033380991,8974.79168621063,3432.95046181681,2902.82663677822,9910.97394267688,2495.62555435527,6183.01758411406,8090.67284617269,0,4540.76271465471,7379.70354403729,7657.84384087689,1808.33877035186,8570.84439919357,15095.9690011665,7406.77830713439,4649.88493956213,2988.84576753533,8350.32988622808,9295.74845937144,14345.3239105474,15137.8127500311,5466.66033902929,5772.3429936913
"Sudan",1301.71327116138,9187.63445838771,9312.85074628258,2856.58774518181,5152.47151949429,8769.80657237584,3491.6190301198,1975.48087922877,9356.61129119155,6628.91895356914,8321.85251256485,739.962483662154,7324.41073211347,10445.6046439067,3963.26819258357,9791.56078615357,400.885377156528,801.331684743758,11317.9221378643,2702.24825632068,10062.1953353328,1379.56575360819,3757.17247753988,9555.38519013385,10792.3832087333,0,11670.3609936191,4203.11001824257,2610.47487779293,1322.10609970677,3023.70673132134,2354.74640401671,1434.09516871417,11610.513557593,9851.61484636792,11169.4050096451,5530.05328423259,3135.59894537483,6285.39562201436,1454.48883110353,4294.54377362587,1886.82071009524,10360.1454427494,8726.3271873357,797.070202997603,458.197126312559,8505.18959367783,1248.44905067253,3460.56580481558,6735.94779995376,1837.28176279888,11201.7331298725,2818.58639544961,4378.2053094819,3593.48797647958,13666.9200851739,11169.4050096451,786.171431243984,4235.46056312125,1415.61651188203,2502.49778851039,10791.5108453262,9188.36241080194,10288.8348095587,8519.3100719905,3535.27182542368,1447.0073153536,191.818876253799,3602.76666494007,7333.59255987535,3458.67455191251,2783.41350985393,4540.76271465471,0,3815.45743570412,3006.45997968028,6184.93199401449,2248.48463801882,8951.78573558501,1761.9373973329,1533.44748337375,1506.30422690198,3828.12992256377,8453.83281139585,9311.25730697193,8917.03832021116,1948.86351686692,2757.91518014164
"Sweden",2077.64802254171,10975.2504785763,11686.0392183942,713.829966625801,6171.00202949377,7639.44282335233,668.834427553439,4853.40029433512,10151.9652032461,8016.14577999385,9536.99300367101,4689.85990463091,2362.39655329488,11119.9020792158,3969.73781092648,8405.1982623414,5594.76217882054,5740.33542479744,9209.39400234023,5232.50911850994,7808.84644045082,2631.70325853726,7.32727024675284,7640.98061921994,9811.43495616375,2775.26010197846,9119.00888236129,0,786.099364901083,5882.56257835817,72.2864572146929,5041.62953625277,1686.03645932575,8794.50406430378,7745.75665750532,8756.31279238485,1245.64390961841,4742.87209231747,8552.44467521939,2694.55430957549,1161.64768233492,922.904824292087,8137.17015633059,6386.92922530808,3004.08441653641,5845.34445284757,6646.37285106986,3738.85440383399,742.59955569851,8695.47861654597,2143.06594243359,7995.52414497388,2532.68269440538,5484.01260558963,439.121929439872,13219.9374151486,8783.82923249454,4620.21777839832,0,4537.04231491635,4442.60894944961,9088.66749289377,10666.3285965722,9752.24234780703,8211.65785827235,2061.24325474396,4306.46120752853,3173.99363762181,4891.49041948208,9384.95724367845,8715.53676070969,1604.69610932048,7379.70354403729,3815.45743570412,0,898.392960187215,7283.29275799938,5037.65770372295,7914.2383440008,2020.27996432571,1746.33465039193,4500.49544498074,694.775898559467,4414.84726780612,11547.6466155619,8013.24552454741,7209.90901580081,8007.07316516241
"Switzerland",976.060303290917,9979.04168954439,12762.6969032853,0,7014.72924708993,7073.77866596934,246.219590975654,3735.69347246252,9379.00954607238,7004.16733250506,10664.7172443038,3662.67315639607,4341.27712386096,10323.0483224014,5054.92521623294,8048.70154545344,4624.38128971404,4742.06987700692,9112.53567229666,4094.88062775049,7661.81236090979,2229.69136399273,783.819347192294,7339.55050568428,9344.32433914563,2070.25682604469,9191.91277795462,1541.97817784968,0,4828.5655217963,0,3911.98369183552,1056.48893253962,8983.66382825627,7522.06690429459,8751.66863989839,2295.18658033504,5377.18099711797,9136.73186847783,2829.58198480227,1091.74648583167,0,7991.30205053191,8669.11845587755,2635.29550144887,5123.36446916622,8665.53874120992,3653.9731141362,224.533322916014,9431.44328061115,1169.55578274231,8527.18349722059,1407.14593694446,6189.60613521764,370.53246899122,15654.3566212769,8754.9254272292,3551.86574810853,1142.53341106158,4597.8141998657,4693.28246444477,8808.7503480015,9738.56938308735,9154.07370798439,9852.01373269194,1102.54749311165,4233.71529415823,2818.51841980406,3779.35921048505,10142.5421058783,7805.97550866101,468.327663947781,7657.84384087689,3006.45997968028,898.392960187215,0,8250.73175459884,3912.09970232553,7336.19495512481,944.889321540606,1374.75614067363,4403.79169739693,578.962208589678,5419.10409010274,10534.6656863639,7451.64652638241,6335.74457052597,7120.00639945696
"Thailand",8670.37849472465,14390.293808508,3136.61302932677,7732.69626852047,578.539485958304,15609.6816320391,8455.6345856526,10000.117329495,17125.0954933719,14696.7267476407,1338.20513715762,8802.64534646486,8499.92388217981,14341.7120003883,119.103029498254,16245.8656488033,7414.00140880449,8709.47307016298,16452.9970574484,10730.8441289913,15174.1974993425,6390.66000499905,7780.22932640952,15429.2209599837,17369.9997885644,6292.27929282338,16009.164227553,6880.69446471014,8368.97861751264,9240.49691118503,7839.22934506194,10382.9698614246,6954.73384605444,15604.0141404693,15450.9527918166,15867.1422232344,8959.24240541955,489.728734596392,264.00236724123,3612.33198936808,9133.14360568554,7751.31253364648,15689.0138617969,2108.24142151699,5963.01148408814,6241.60342721463,2766.83778390088,5083.52795974458,8463.3443194554,0,8179.42533526684,12887.9189722077,9635.17933172986,1259.55365007476,8324.63048013213,8555.86724388741,16068.0851291298,8841.59904859196,7069.14264478442,3930.14858973353,2649.79727398033,16670.9425615429,16497.9366514832,17683.199481347,1445.1181139479,9698.05512323685,4765.94513995232,4364.02019654315,11475.792919735,526.521629666757,8020.00204713212,8931.4857931889,1808.33877035186,6184.93199401449,7283.29275799938,8250.73175459884,0,10295.5910551196,15883.4266586399,8452.9653964076,5480.09603419824,4283.54665608876,8573.64625712402,6967.87119843375,15896.6240027568,15984.7403347831,7442.73632207371,7685.24381846184
"Togo",922.167022335038,6889.05822765295,12435.1919512804,4069.31418945519,9210.03687695345,6450.45828612303,4288.24209967445,0,6947.5601115712,4203.42613588989,12392.0897893977,770.057797465877,6329.8990025866,8049.89927618517,7758.84789813213,7423.35120234949,1728.17030079129,1357.40654902677,9004.76039811834,314.940942262238,7946.3997253258,4137.64343974024,4915.51458817988,7354.58078081883,8401.41739630281,2838.76088020885,9476.29860840786,5668.13060735285,3463.86184224835,1044.72855984304,4104.74835428114,0,3533.75890602514,9492.7930598383,7696.78256886681,8969.7970978239,5986.22594589189,7222.46368834204,10311.6844270956,5181.58248404125,4555.97931831819,3062.85306153002,8190.48759192891,12588.6934790013,4074.4849906018,3576.0604775189,12188.4266981693,5136.82976066918,4286.90645509137,10785.0677306665,3070.549717239,9230.46377806798,1941.80597296043,8382.08943745805,4428.11776973311,14734.4870812379,8969.7970978239,103.066256740307,5239.38245053784,5530.92228944389,6519.60380280575,8452.33425549122,6852.3680939216,7890.05317697529,12624.19294908,2971.74773715617,5471.64127194104,3991.18714133261,1242.04082157211,11315.3890507503,3963.44784825942,2815.36135929305,8570.84439919357,2248.48463801882,5037.65770372295,3912.09970232553,10295.5910551196,0,6613.57756718136,2309.13661058123,3900.44656250374,5540.02672713104,4339.97768368367,7328.70265324187,7154.09691913201,6555.27435342766,3089.46005788754,3709.20353981752
"Trinidad and Tobago",5714.572795486,3611.87073949176,13979.9887645278,7622.74713116465,14675.7206612128,254.054011752052,7196.72720708946,6711.68198320019,2292.84201088707,598.461257482209,18162.9415062025,7656.42960691962,3623.37197095981,3237.50568055146,12622.1493843462,834.07257986944,8289.07364983955,8127.09130260057,2327.26498702676,5745.15907802919,1719.43022650152,9584.43062369067,7672.44894905946,1133.67088507994,1944.92116318222,8964.43576568494,2888.06230485863,8404.36654524961,6602.16747838513,7785.41037457605,7420.66756589217,6309.89882254681,8411.25887370313,2965.37467486452,1379.85202810025,2415.13083497587,6567.67601154409,13056.7274541652,16765.8332250771,10473.4957682488,6385.7466612405,7369.28229673467,1788.42479878952,13320.0907521324,9936.42323368375,10440.2911268568,14419.7063181794,11050.9210874032,7387.76423042845,17110.9330416699,7941.52842262021,2929.10575628431,4794.56425182741,13870.6448463938,7261.24829453867,12357.7428576187,2408.14027972005,6950.70199421971,7511.49219795228,11933.7564078146,12299.794241024,1764.81210112478,3311.21351229721,1758.72297254937,16461.4135574016,5901.61032317849,11579.3675069657,9955.20741077192,4697.39349552505,17813.8866849791,9357.40901805763,6042.5838937002,15095.9690011665,8951.78573558501,7914.2383440008,7336.19495512481,15883.4266586399,6613.57756718136,0,7326.71559180902,8921.01490799797,11699.6212575695,6611.74292124182,2558.54599068557,4527.03994150522,71.7773893682848,9510.25620730261,9961.46832871945
"Tunisia",0,9160.33710211729,12413.7024794982,1052.1975460186,7215.23341841653,7086.3107466392,1390.97152525174,2093.01007064203,8899.84227240235,6188.51765627192,10850.9552047639,1955.92331869986,5050.780026847,9929.50422790575,5370.32568613841,8226.71320570535,2968.94301106968,3049.16405851642,9430.13437121643,2611.06758927396,8034.26824423817,1916.02299384492,1926.37283164319,7599.52958399284,9352.72519925762,1265.12937562983,9627.4282939633,2628.86566858951,451.113306905525,3097.26584755783,1104.71434847058,2337.30955040889,806.09275592063,9486.65774458625,7850.53180708478,9153.64012213502,3414.35983655881,5538.91926032484,9072.63388068985,2881.82342062408,2063.41048310697,72.3944460579796,8352.91705720482,9580.44274328748,2247.31469479339,3828.52764093899,9392.36980896107,3355.28650587668,1372.32530691843,9454.02632411887,288.192416252533,9052.43100494817,813.067950077635,6360.47977731826,1518.66852947484,16807.2454095918,9153.64012213502,1857.86980659299,2305.08785862108,4293.28309447576,4639.61357118784,9009.37525190651,9076.37945088077,9034.52368561348,10345.0380950639,1354.74655225471,3879.94949155153,2260.12313352141,2809.07284190063,10132.9051555201,6170.61667770699,493.820326779067,7406.77830713439,1761.9373973329,2020.27996432571,944.889321540606,8452.9653964076,2309.13661058123,7326.71559180902,0,1315.97575671085,4002.89622247091,1658.14017714022,6172.50475308797,9595.28102126156,7410.56107693126,4756.61320214338,5513.77222507686
"Turkey",1529.333112831,10940.228849794,9758.70058732718,977.137367938783,4248.18345951123,8667.49801537282,1804.97702369432,3647.3783402182,10661.1803439933,7966.42755810234,7872.52790857927,2927.38722199966,5368.59153781989,11677.5054972125,2466.03160569081,9715.99564437488,3438.26678954734,3776.83876272258,10811.8565339544,4280.35248687672,9361.46730196079,72.8376656263281,1678.33085914645,9028.06174469793,10950.4041054255,505.527155244025,10890.2548296627,1992.80741019691,1369.0107439801,4085.64995660981,1229.64561288776,3956.83137714232,0,10673.2254572016,9218.88528421803,10451.9382955538,3591.88843310293,2577.00174120667,6166.86551998476,0,2709.59944226204,612.157439753479,9690.81759033544,7241.19202629635,344.9163391946,3360.66192433405,6832.40288537848,815.742824333199,1769.31511143255,6500.03076147281,1076.03847076585,10213.9422066883,2491.8832506337,3390.60335321096,1848.86548919128,14958.2194800415,10455.2980307016,2898.07344407156,2154.53973134104,1621.73462175697,1695.07762301828,10487.4719059832,10856.3659623415,10692.0322852001,7477.04985880337,2678.26995993905,1364.52942703294,482.829551456362,4588.49088319268,7201.28884059169,6447.93888669628,1818.24466006287,4649.88493956213,1533.44748337375,1746.33465039193,1374.75614067363,5480.09603419824,3900.44656250374,8921.01490799797,1315.97575671085,0,1562.17046673315,2166.30668332504,7043.85537216668,11358.9672716686,9038.76289681225,4900.25405654583,5725.22250207678
"United Arab Emirates",4019.60679230345,12601.7881803681,8061.07893785468,3995.11921883591,3175.4394106939,11465.0140814801,4827.53428480963,5239.07724064687,12710.8292557055,9943.47468802774,6550.32927860757,4075.16179077594,7527.1884433832,13812.1654016831,2114.63702363676,12610.006820017,3174.56628952131,4211.01622394677,13789.5383600803,5968.82803906956,12348.7129366377,2063.76536923572,4533.34099958254,11962.2489185257,13711.6490931242,1523.75776201843,13907.4004108532,4391.97411272907,4331.06695242493,4745.26889547011,4257.1427996853,5623.08287368352,2600.65628634199,13703.2733490145,12187.4388755596,13456.4644116007,6417.75186820432,1200.48843742568,4645.7498697431,71.8513244184638,5730.26379261368,3548.11272740267,12675.4401285994,6721.75676012133,1490.24537772319,2391.46461255369,6613.79495829111,562.537157886026,4797.07555526157,5040.47447500367,3764.42799570064,13244.8138653413,5186.75785350464,2370.83565259911,4861.8274429848,13373.5075396722,13457.4098253403,4113.49700702967,4948.11188134206,0,522.931599384382,13391.8541560925,12587.5552337715,13332.8632277846,6616.58191187587,5620.38756063924,40.0337194162702,0,6709.56580217456,5707.7659227522,5517.86280798492,4720.61576521491,2988.84576753533,1506.30422690198,4500.49544498074,4403.79169739693,4283.54665608876,5540.02672713104,11699.6212575695,4002.89622247091,1562.17046673315,0,5190.72873941973,8899.64930067667,12737.5272125267,11761.3315050342,4168.68644275392,4877.558747593
"United Kingdom",1566.84546755471,9640.74681736484,13024.7365104575,716.340722071585,7419.70673063566,6341.25924694706,79.4617223347607,4237.91071487198,8781.12198625733,6636.49522339104,10871.1134100471,4361.85615565402,2848.99453018303,9742.92528702007,5292.87450670536,7172.58619565984,5362.26414203383,5454.92264774173,8089.45214928037,4358.33992993373,6650.27112551567,3049.12077690289,519.783463775057,6422.04331520743,8560.5909155464,2914.24488113695,8094.5095962605,1113.00558315469,36.9940894415094,5472.53504528837,297.070529435514,4332.05972204686,1891.29864876299,7837.16556878878,6547.21459203533,7688.04455887661,791.32336357054,5887.10770363438,9726.47757422286,3524.14801241677,0,713.886232974218,6978.09038742051,7726.49103690328,3453.29686805584,5955.44814812944,8047.58581280958,4430.90588474479,338.476846337836,9948.47974636601,1960.86450187226,7370.59087082821,1565.53964324662,6685.72649842189,134.763987410066,14161.4142073655,7696.13799223071,4117.60903390519,303.463542020949,5349.42400115387,5371.96378198741,7882.48928135456,9300.66175507855,8450.02605988828,9608.76548085521,902.37671330205,5013.92763075308,3636.59066751004,3789.92618353375,10649.0079117433,8559.92838851918,710.422647972124,8350.32988622808,3828.12992256377,694.775898559467,578.962208589678,8573.64625712402,4339.97768368367,6611.74292124182,1658.14017714022,2166.30668332504,5190.72873941973,0,4120.69293253716,10214.3377403357,6719.27826503836,7111.15928526997,7886.57412517778
"United States",5379.66725595906,5389.52552139314,7195.22842824425,5590.93123228228,7179.0695050802,2537.58223610192,4957.62761911311,7413.3404168536,4136.72370142898,2814.5761699809,7431.24840744028,8293.76479930905,0,4834.48474916833,2695.83253466746,1641.07019730889,9318.28329199609,9074.38763922983,1520.44179741377,6790.26436891708,152.65972647663,7930.37126559049,5059.13138252973,1069.57459396169,2573.97672753365,7715.93935162839,1336.41603408882,4298.62062491043,4590.00917120333,8872.27951901492,5103.5869293833,7122.3748372618,6750.21299889097,1066.15314687024,929.814838920404,983.054844225235,3265.92568617397,6566.81719132533,6789.28770509546,7531.77193573274,4034.44243019603,5506.10379022528,752.18241600484,2198.94827512299,8321.84718019181,10541.0801848404,3617.1210744326,8589.38058208645,5219.76857199428,7080.36269859785,6630.21544326078,0,5089.30369588801,7223.04787929363,4996.69959640143,3557.41190558862,1066.50469633199,7481.29411763242,3137.80029218305,8862.73300306226,7242.44701316976,1657.98647798963,5333.00087607308,2807.65735740664,5576.25487061299,4614.19159375865,8971.62176323264,8456.62349181576,5661.55575148108,8460.50442951018,11680.7422064742,4523.82113524632,9295.74845937144,8453.83281139585,4414.84726780612,5419.10409010274,6967.87119843375,7328.70265324187,2558.54599068557,6172.50475308797,7043.85537216668,8899.64930067667,4120.69293253716,0,6569.46738526403,1727.37362017319,10928.6198179373,11557.5092579737
"Uruguay",8121.25031786207,0,9516.12822014847,10810.5009518578,16122.2350447333,4783.91899732378,10694.5923364693,7211.4462771728,1014.7817283919,0,16417.2440039075,7653.9327161201,8198.04572538446,1054.91586061638,15235.1505194301,3152.79306326719,7365.17789606839,7378.44463077693,5022.14710067716,6319.4686605682,5840.97171344248,11635.8502838638,11294.5825949238,5485.82843239861,3584.62576680923,10265.7998139064,5795.82572364859,12153.2018579767,9872.10021395935,7337.26943134186,10732.5333127616,6734.64844449393,10920.9210991827,5979.08809391676,5548.00869797883,5700.71957546466,10837.4951897213,13865.0536350816,14791.3350519803,12660.3415670921,10137.2198005046,10154.4015808735,5683.72881562209,17459.5736891548,11546.0252118787,9675.58726218299,18881.0851293752,12528.9676081213,10771.5473169417,15652.13184496,10340.6443072656,6187.10230368115,7096.06611281993,15561.8605183685,10766.432005668,9291.73406718053,5326.49638681136,7313.87548315926,11393.3377071552,12492.2997346159,13703.857419667,4673.82786969776,285.624516671962,1821.29615581692,16653.6746588363,8946.00055468751,12700.1131205929,11447.06522194,6303.40129144909,15661.0133087586,6478.83997529197,9042.06416658368,14345.3239105474,9311.25730697193,11547.6466155619,10534.6656863639,15896.6240027568,7154.09691913201,4527.03994150522,9595.28102126156,11358.9672716686,12737.5272125267,10214.3377403357,6569.46738526403,0,3517.6981170195,7676.4428846645,7888.88297711352
"Venezuela, RB",5767.85697621224,2489.03684619768,12758.7357396952,7737.23963380365,14782.7811624608,359.520775755334,7305.36815805265,6650.84320055878,1149.96620729414,0,18007.5201730927,7565.21612129729,3476.70743194924,2049.86792917159,12608.1228553274,0,8146.22297960434,7991.87858801899,1011.08514596358,5655.05079330295,961.943358772061,9680.3752140608,7775.29765428325,623.283977451681,866.081498529089,9031.28545036122,1637.34452924314,8501.14519628107,6712.90706938925,7664.67856206019,7531.17461349683,6242.85701395923,8526.00732177203,1762.52051009463,675.684345915823,1222.8543491557,6644.12549380331,13168.0814733964,16166.9988787687,10593.2941995817,6488.82717776179,7486.09603337421,828.933163429936,12754.7867646516,10022.1046595557,10369.3044584258,14052.6188230589,11130.5733151536,7498.8854924621,17225.9404648646,8036.77474526597,1827.31207106705,4813.31470949641,13981.9529600487,7369.52424526271,11031.7483499033,1142.35534436681,6879.47876307819,7583.311166034,11967.0199392364,12408.5232926213,442.358228324534,2285.82432187433,559.088883972103,16107.9734867928,6018.1964327116,11646.0082581209,10015.929494313,4661.69409632292,17908.2634143662,9019.82997821801,6157.93977051773,15137.8127500311,8917.03832021116,8013.24552454741,7451.64652638241,15984.7403347831,6555.27435342766,71.7773893682848,7410.56107693126,9038.76289681225,11761.3315050342,6719.27826503836,1727.37362017319,3517.6981170195,0,9339.56336407895,9744.51021258844
