"State","Date","Population"
"WI",2016-10-06,5777294.09863014
"WI",2016-10-07,5777342.20273973
"WI",2016-10-08,5777390.30684931
"WI",2016-10-09,5777438.4109589
"WI",2016-10-10,5777486.51506849
"WI",2016-10-11,5777534.61917808
"WI",2016-10-12,5777582.72328767
"WI",2016-10-13,5777630.82739726
"WI",2016-10-14,5777678.93150685
"WI",2016-10-15,5777727.03561644
"WI",2016-10-16,5777775.13972603
"WI",2016-10-17,5777823.24383562
"WI",2016-10-18,5777871.34794521
"WI",2016-10-19,5777919.45205479
"WI",2016-10-20,5777967.55616438
"WI",2016-10-21,5778015.66027397
"WI",2016-10-22,5778063.76438356
"WI",2016-10-23,5778111.86849315
"WI",2016-10-24,5778159.97260274
"WI",2016-10-25,5778208.07671233
"WI",2016-10-26,5778256.18082192
"WI",2016-10-27,5778304.28493151
"WI",2016-10-28,5778352.3890411
"WI",2016-10-29,5778400.49315068
"WI",2016-10-30,5778448.59726027
"WI",2016-10-31,5778496.70136986
"WI",2016-11-01,5778544.80547945
"WI",2016-11-02,5778592.90958904
"WI",2016-11-03,5778641.01369863
"WI",2016-11-04,5778689.11780822
"WI",2016-11-05,5778737.22191781
"WI",2016-11-06,5778785.3260274
"WI",2016-11-07,5778833.43013699
"WI",2016-11-08,5778881.53424658
"WI",2016-11-09,5778929.63835616
"WI",2016-11-10,5778977.74246575
"WI",2016-11-11,5779025.84657534
"WI",2016-11-12,5779073.95068493
"WI",2016-11-13,5779122.05479452
"WI",2016-11-14,5779170.15890411
"WI",2016-11-15,5779218.2630137
"WI",2016-11-16,5779266.36712329
"WI",2016-11-17,5779314.47123288
"WI",2016-11-18,5779362.57534247
"WI",2016-11-19,5779410.67945206
"WI",2016-11-20,5779458.78356164
"WI",2016-11-21,5779506.88767123
"WI",2016-11-22,5779554.99178082
"WI",2016-11-23,5779603.09589041
"WI",2016-11-24,5779651.2
"WI",2016-11-25,5779699.30410959
"WI",2016-11-26,5779747.40821918
"WI",2016-11-27,5779795.51232877
"WI",2016-11-28,5779843.61643836
"WI",2016-11-29,5779891.72054795
"WI",2016-11-30,5779939.82465753
"WI",2016-12-01,5779987.92876712
"WI",2016-12-02,5780036.03287671
"WI",2016-12-03,5780084.1369863
"WI",2016-12-04,5780132.24109589
"WI",2016-12-05,5780180.34520548
"WI",2016-12-06,5780228.44931507
"WI",2016-12-07,5780276.55342466
"WI",2016-12-08,5780324.65753425
"WI",2016-12-09,5780372.76164384
"WI",2016-12-10,5780420.86575342
"WI",2016-12-11,5780468.96986301
"WI",2016-12-12,5780517.0739726
"WI",2016-12-13,5780565.17808219
"WI",2016-12-14,5780613.28219178
"WI",2016-12-15,5780661.38630137
"WI",2016-12-16,5780709.49041096
"WI",2016-12-17,5780757.59452055
"WI",2016-12-18,5780805.69863014
"WI",2016-12-19,5780853.80273973
"WI",2016-12-20,5780901.90684932
"WI",2016-12-21,5780950.0109589
"WI",2016-12-22,5780998.11506849
"WI",2016-12-23,5781046.21917808
"WI",2016-12-24,5781094.32328767
"WI",2016-12-25,5781142.42739726
"WI",2016-12-26,5781190.53150685
"WI",2016-12-27,5781238.63561644
"WI",2016-12-28,5781286.73972603
"WI",2016-12-29,5781334.84383562
"WI",2016-12-30,5781382.94794521
"WI",2016-12-31,5781431.05205479
"WI",2017-01-01,5781479.15616438
"WI",2017-01-02,5781527.26027397
"WI",2017-01-03,5781575.36438356
"WI",2017-01-04,5781623.46849315
"WI",2017-01-05,5781671.57260274
"WI",2017-01-06,5781719.67671233
"WI",2017-01-07,5781767.78082192
"WI",2017-01-08,5781815.88493151
"WI",2017-01-09,5781863.9890411
"WI",2017-01-10,5781912.09315068
"WI",2017-01-11,5781960.19726027
"WI",2017-01-12,5782008.30136986
"WI",2017-01-13,5782056.40547945
"WI",2017-01-14,5782104.50958904
"WI",2017-01-15,5782152.61369863
"WI",2017-01-16,5782200.71780822
"WI",2017-01-17,5782248.82191781
"WI",2017-01-18,5782296.9260274
"WI",2017-01-19,5782345.03013699
"WI",2017-01-20,5782393.13424658
"WI",2017-01-21,5782441.23835616
"WI",2017-01-22,5782489.34246575
"WI",2017-01-23,5782537.44657534
"WI",2017-01-24,5782585.55068493
"WI",2017-01-25,5782633.65479452
"WI",2017-01-26,5782681.75890411
"WI",2017-01-27,5782729.8630137
"WI",2017-01-28,5782777.96712329
"WI",2017-01-29,5782826.07123288
"WI",2017-01-30,5782874.17534247
"WI",2017-01-31,5782922.27945205
"WI",2017-02-01,5782970.38356164
"WI",2017-02-02,5783018.48767123
"WI",2017-02-03,5783066.59178082
"WI",2017-02-04,5783114.69589041
"WI",2017-02-05,5783162.8
"WI",2017-02-06,5783210.90410959
"WI",2017-02-07,5783259.00821918
"WI",2017-02-08,5783307.11232877
"WI",2017-02-09,5783355.21643836
"WI",2017-02-10,5783403.32054794
"WI",2017-02-11,5783451.42465753
"WI",2017-02-12,5783499.52876712
"WI",2017-02-13,5783547.63287671
"WI",2017-02-14,5783595.7369863
"WI",2017-02-15,5783643.84109589
"WI",2017-02-16,5783691.94520548
"WI",2017-02-17,5783740.04931507
"WI",2017-02-18,5783788.15342466
"WI",2017-02-19,5783836.25753425
"WI",2017-02-20,5783884.36164384
"WI",2017-02-21,5783932.46575342
"WI",2017-02-22,5783980.56986301
"WI",2017-02-23,5784028.6739726
"WI",2017-02-24,5784076.77808219
"WI",2017-02-25,5784124.88219178
"WI",2017-02-26,5784172.98630137
"WI",2017-02-27,5784221.09041096
"WI",2017-02-28,5784269.19452055
"WI",2017-03-01,5784317.29863014
"WI",2017-03-02,5784365.40273973
"WI",2017-03-03,5784413.50684932
"WI",2017-03-04,5784461.6109589
"WI",2017-03-05,5784509.71506849
"WI",2017-03-06,5784557.81917808
"WI",2017-03-07,5784605.92328767
"WI",2017-03-08,5784654.02739726
"WI",2017-03-09,5784702.13150685
"WI",2017-03-10,5784750.23561644
"WI",2017-03-11,5784798.33972603
"WI",2017-03-12,5784846.44383562
"WI",2017-03-13,5784894.54794521
"WI",2017-03-14,5784942.65205479
"WI",2017-03-15,5784990.75616438
"WI",2017-03-16,5785038.86027397
"WI",2017-03-17,5785086.96438356
"WI",2017-03-18,5785135.06849315
"WI",2017-03-19,5785183.17260274
"WI",2017-03-20,5785231.27671233
"WI",2017-03-21,5785279.38082192
"WI",2017-03-22,5785327.48493151
"WI",2017-03-23,5785375.5890411
"WI",2017-03-24,5785423.69315069
"WI",2017-03-25,5785471.79726027
"WI",2017-03-26,5785519.90136986
"WI",2017-03-27,5785568.00547945
"WI",2017-03-28,5785616.10958904
"WI",2017-03-29,5785664.21369863
"WI",2017-03-30,5785712.31780822
"WI",2017-03-31,5785760.42191781
"WI",2017-04-01,5785808.5260274
"WI",2017-04-02,5785856.63013699
"WI",2017-04-03,5785904.73424658
"WI",2017-04-04,5785952.83835616
"WI",2017-04-05,5786000.94246575
"WI",2017-04-06,5786049.04657534
"WI",2017-04-07,5786097.15068493
"WI",2017-04-08,5786145.25479452
"WI",2017-04-09,5786193.35890411
"WI",2017-04-10,5786241.4630137
"WI",2017-04-11,5786289.56712329
"WI",2017-04-12,5786337.67123288
"WI",2017-04-13,5786385.77534247
"WI",2017-04-14,5786433.87945205
"WI",2017-04-15,5786481.98356164
"WI",2017-04-16,5786530.08767123
"WI",2017-04-17,5786578.19178082
"WI",2017-04-18,5786626.29589041
"WI",2017-04-19,5786674.4
"WI",2017-04-20,5786722.50410959
"WI",2017-04-21,5786770.60821918
"WI",2017-04-22,5786818.71232877
"WI",2017-04-23,5786866.81643836
"WI",2017-04-24,5786914.92054795
"WI",2017-04-25,5786963.02465753
"WI",2017-04-26,5787011.12876712
"WI",2017-04-27,5787059.23287671
"WI",2017-04-28,5787107.3369863
"WI",2017-04-29,5787155.44109589
"WI",2017-04-30,5787203.54520548
"WI",2017-05-01,5787251.64931507
"WI",2017-05-02,5787299.75342466
"WI",2017-05-03,5787347.85753425
"WI",2017-05-04,5787395.96164384
"WI",2017-05-05,5787444.06575342
"WI",2017-05-06,5787492.16986301
"WI",2017-05-07,5787540.2739726
"WI",2017-05-08,5787588.37808219
"WI",2017-05-09,5787636.48219178
"WI",2017-05-10,5787684.58630137
"WI",2017-05-11,5787732.69041096
"WI",2017-05-12,5787780.79452055
"WI",2017-05-13,5787828.89863014
"WI",2017-05-14,5787877.00273973
"WI",2017-05-15,5787925.10684931
"WI",2017-05-16,5787973.2109589
"WI",2017-05-17,5788021.31506849
"WI",2017-05-18,5788069.41917808
"WI",2017-05-19,5788117.52328767
"WI",2017-05-20,5788165.62739726
"WI",2017-05-21,5788213.73150685
"WI",2017-05-22,5788261.83561644
"WI",2017-05-23,5788309.93972603
"WI",2017-05-24,5788358.04383562
"WI",2017-05-25,5788406.14794521
"WI",2017-05-26,5788454.25205479
"WI",2017-05-27,5788502.35616438
"WI",2017-05-28,5788550.46027397
"WI",2017-05-29,5788598.56438356
"WI",2017-05-30,5788646.66849315
"WI",2017-05-31,5788694.77260274
"WI",2017-06-01,5788742.87671233
"WI",2017-06-02,5788790.98082192
"WI",2017-06-03,5788839.08493151
"WI",2017-06-04,5788887.1890411
"WI",2017-06-05,5788935.29315068
"WI",2017-06-06,5788983.39726027
"WI",2017-06-07,5789031.50136986
"WI",2017-06-08,5789079.60547945
"WI",2017-06-09,5789127.70958904
"WI",2017-06-10,5789175.81369863
"WI",2017-06-11,5789223.91780822
"WI",2017-06-12,5789272.02191781
"WI",2017-06-13,5789320.1260274
"WI",2017-06-14,5789368.23013699
"WI",2017-06-15,5789416.33424657
"WI",2017-06-16,5789464.43835616
"WI",2017-06-17,5789512.54246575
"WI",2017-06-18,5789560.64657534
"WI",2017-06-19,5789608.75068493
"WI",2017-06-20,5789656.85479452
"WI",2017-06-21,5789704.95890411
"WI",2017-06-22,5789753.0630137
"WI",2017-06-23,5789801.16712329
"WI",2017-06-24,5789849.27123288
"WI",2017-06-25,5789897.37534247
"WI",2017-06-26,5789945.47945205
"WI",2017-06-27,5789993.58356164
"WI",2017-06-28,5790041.68767123
"WI",2017-06-29,5790089.79178082
"WI",2017-06-30,5790137.89589041
"WI",2017-07-01,5790186
"WI",2017-07-02,5790233.17808219
"WI",2017-07-03,5790280.35616438
"WI",2017-07-04,5790327.53424658
"WI",2017-07-05,5790374.71232877
"WI",2017-07-06,5790421.89041096
"WI",2017-07-07,5790469.06849315
"WI",2017-07-08,5790516.24657534
"WI",2017-07-09,5790563.42465753
"WI",2017-07-10,5790610.60273973
"WI",2017-07-11,5790657.78082192
"WI",2017-07-12,5790704.95890411
"WI",2017-07-13,5790752.1369863
"WI",2017-07-14,5790799.31506849
"WI",2017-07-15,5790846.49315068
"WI",2017-07-16,5790893.67123288
"WI",2017-07-17,5790940.84931507
"WI",2017-07-18,5790988.02739726
"WI",2017-07-19,5791035.20547945
"WI",2017-07-20,5791082.38356164
"WI",2017-07-21,5791129.56164384
"WI",2017-07-22,5791176.73972603
"WI",2017-07-23,5791223.91780822
"WI",2017-07-24,5791271.09589041
"WI",2017-07-25,5791318.2739726
"WI",2017-07-26,5791365.45205479
"WI",2017-07-27,5791412.63013699
"WI",2017-07-28,5791459.80821918
"WI",2017-07-29,5791506.98630137
"WI",2017-07-30,5791554.16438356
"WI",2017-07-31,5791601.34246575
"WI",2017-08-01,5791648.52054795
"WI",2017-08-02,5791695.69863014
"WI",2017-08-03,5791742.87671233
"WI",2017-08-04,5791790.05479452
"WI",2017-08-05,5791837.23287671
"WI",2017-08-06,5791884.4109589
"WI",2017-08-07,5791931.5890411
"WI",2017-08-08,5791978.76712329
"WI",2017-08-09,5792025.94520548
"WI",2017-08-10,5792073.12328767
"WI",2017-08-11,5792120.30136986
"WI",2017-08-12,5792167.47945205
"WI",2017-08-13,5792214.65753425
"WI",2017-08-14,5792261.83561644
"WI",2017-08-15,5792309.01369863
"WI",2017-08-16,5792356.19178082
"WI",2017-08-17,5792403.36986301
"WI",2017-08-18,5792450.54794521
"WI",2017-08-19,5792497.7260274
"WI",2017-08-20,5792544.90410959
"WI",2017-08-21,5792592.08219178
"WI",2017-08-22,5792639.26027397
"WI",2017-08-23,5792686.43835616
"WI",2017-08-24,5792733.61643836
"WI",2017-08-25,5792780.79452055
"WI",2017-08-26,5792827.97260274
"WI",2017-08-27,5792875.15068493
"WI",2017-08-28,5792922.32876712
"WI",2017-08-29,5792969.50684932
"WI",2017-08-30,5793016.68493151
"WI",2017-08-31,5793063.8630137
"WI",2017-09-01,5793111.04109589
"WI",2017-09-02,5793158.21917808
"WI",2017-09-03,5793205.39726027
"WI",2017-09-04,5793252.57534247
"WI",2017-09-05,5793299.75342466
"WI",2017-09-06,5793346.93150685
"WI",2017-09-07,5793394.10958904
"WI",2017-09-08,5793441.28767123
"WI",2017-09-09,5793488.46575342
"WI",2017-09-10,5793535.64383562
"WI",2017-09-11,5793582.82191781
"WI",2017-09-12,5793630
"WI",2017-09-13,5793677.17808219
"WI",2017-09-14,5793724.35616438
"WI",2017-09-15,5793771.53424658
"WI",2017-09-16,5793818.71232877
"WI",2017-09-17,5793865.89041096
"WI",2017-09-18,5793913.06849315
"WI",2017-09-19,5793960.24657534
"WI",2017-09-20,5794007.42465753
"WI",2017-09-21,5794054.60273973
"WI",2017-09-22,5794101.78082192
"WI",2017-09-23,5794148.95890411
"WI",2017-09-24,5794196.1369863
"WI",2017-09-25,5794243.31506849
"WI",2017-09-26,5794290.49315068
"WI",2017-09-27,5794337.67123288
"WI",2017-09-28,5794384.84931507
"WI",2017-09-29,5794432.02739726
"WI",2017-09-30,5794479.20547945
"WI",2017-10-01,5794526.38356164
"WI",2017-10-02,5794573.56164384
"WI",2017-10-03,5794620.73972603
"WI",2017-10-04,5794667.91780822
"WI",2017-10-05,5794715.09589041
"WI",2017-10-06,5794762.2739726
"WI",2017-10-07,5794809.45205479
"WI",2017-10-08,5794856.63013699
"WI",2017-10-09,5794903.80821918
"WI",2017-10-10,5794950.98630137
"WI",2017-10-11,5794998.16438356
"WI",2017-10-12,5795045.34246575
"WI",2017-10-13,5795092.52054795
"WI",2017-10-14,5795139.69863014
"WI",2017-10-15,5795186.87671233
"WI",2017-10-16,5795234.05479452
"WI",2017-10-17,5795281.23287671
"WI",2017-10-18,5795328.4109589
"WI",2017-10-19,5795375.5890411
"WI",2017-10-20,5795422.76712329
"WI",2017-10-21,5795469.94520548
"WI",2017-10-22,5795517.12328767
"WI",2017-10-23,5795564.30136986
"WI",2017-10-24,5795611.47945205
"WI",2017-10-25,5795658.65753425
"WI",2017-10-26,5795705.83561644
"WI",2017-10-27,5795753.01369863
"WI",2017-10-28,5795800.19178082
"WI",2017-10-29,5795847.36986301
"WI",2017-10-30,5795894.54794521
"WI",2017-10-31,5795941.7260274
"WI",2017-11-01,5795988.90410959
"WI",2017-11-02,5796036.08219178
"WI",2017-11-03,5796083.26027397
"WI",2017-11-04,5796130.43835616
"WI",2017-11-05,5796177.61643836
"WI",2017-11-06,5796224.79452055
"WI",2017-11-07,5796271.97260274
"WI",2017-11-08,5796319.15068493
"WI",2017-11-09,5796366.32876712
"WI",2017-11-10,5796413.50684932
"WI",2017-11-11,5796460.68493151
"WI",2017-11-12,5796507.8630137
"WI",2017-11-13,5796555.04109589
"WI",2017-11-14,5796602.21917808
"WI",2017-11-15,5796649.39726027
"WI",2017-11-16,5796696.57534247
"WI",2017-11-17,5796743.75342466
"WI",2017-11-18,5796790.93150685
"WI",2017-11-19,5796838.10958904
"WI",2017-11-20,5796885.28767123
"WI",2017-11-21,5796932.46575342
"WI",2017-11-22,5796979.64383562
"WI",2017-11-23,5797026.82191781
"WI",2017-11-24,5797074
"WI",2017-11-25,5797121.17808219
"WI",2017-11-26,5797168.35616438
"WI",2017-11-27,5797215.53424658
"WI",2017-11-28,5797262.71232877
"WI",2017-11-29,5797309.89041096
"WI",2017-11-30,5797357.06849315
"WI",2017-12-01,5797404.24657534
"WI",2017-12-02,5797451.42465753
"WI",2017-12-03,5797498.60273973
"WI",2017-12-04,5797545.78082192
"WI",2017-12-05,5797592.95890411
"WI",2017-12-06,5797640.1369863
"WI",2017-12-07,5797687.31506849
"WI",2017-12-08,5797734.49315068
"WI",2017-12-09,5797781.67123288
"WI",2017-12-10,5797828.84931507
"WI",2017-12-11,5797876.02739726
"WI",2017-12-12,5797923.20547945
"WI",2017-12-13,5797970.38356164
"WI",2017-12-14,5798017.56164384
"WI",2017-12-15,5798064.73972603
"WI",2017-12-16,5798111.91780822
"WI",2017-12-17,5798159.09589041
"WI",2017-12-18,5798206.2739726
"WI",2017-12-19,5798253.45205479
"WI",2017-12-20,5798300.63013699
"WI",2017-12-21,5798347.80821918
"WI",2017-12-22,5798394.98630137
"WI",2017-12-23,5798442.16438356
"WI",2017-12-24,5798489.34246575
"WI",2017-12-25,5798536.52054795
"WI",2017-12-26,5798583.69863014
"WI",2017-12-27,5798630.87671233
"WI",2017-12-28,5798678.05479452
"WI",2017-12-29,5798725.23287671
"WI",2017-12-30,5798772.4109589
"WI",2017-12-31,5798819.5890411
"WI",2018-01-01,5798866.76712329
"WI",2018-01-02,5798913.94520548
"WI",2018-01-03,5798961.12328767
"WI",2018-01-04,5799008.30136986
"WI",2018-01-05,5799055.47945205
"WI",2018-01-06,5799102.65753425
"WI",2018-01-07,5799149.83561644
"WI",2018-01-08,5799197.01369863
"WI",2018-01-09,5799244.19178082
"WI",2018-01-10,5799291.36986301
"WI",2018-01-11,5799338.54794521
"WI",2018-01-12,5799385.7260274
"WI",2018-01-13,5799432.90410959
"WI",2018-01-14,5799480.08219178
"WI",2018-01-15,5799527.26027397
"WI",2018-01-16,5799574.43835616
"WI",2018-01-17,5799621.61643836
"WI",2018-01-18,5799668.79452055
"WI",2018-01-19,5799715.97260274
"WI",2018-01-20,5799763.15068493
"WI",2018-01-21,5799810.32876712
"WI",2018-01-22,5799857.50684932
"WI",2018-01-23,5799904.68493151
"WI",2018-01-24,5799951.8630137
"WI",2018-01-25,5799999.04109589
"WI",2018-01-26,5800046.21917808
"WI",2018-01-27,5800093.39726027
"WI",2018-01-28,5800140.57534247
"WI",2018-01-29,5800187.75342466
"WI",2018-01-30,5800234.93150685
"WI",2018-01-31,5800282.10958904
"WI",2018-02-01,5800329.28767123
"WI",2018-02-02,5800376.46575342
"WI",2018-02-03,5800423.64383562
"WI",2018-02-04,5800470.82191781
"WI",2018-02-05,5800518
"WI",2018-02-06,5800565.17808219
"WI",2018-02-07,5800612.35616438
"WI",2018-02-08,5800659.53424658
"WI",2018-02-09,5800706.71232877
"WI",2018-02-10,5800753.89041096
"WI",2018-02-11,5800801.06849315
"WI",2018-02-12,5800848.24657534
"WI",2018-02-13,5800895.42465753
"WI",2018-02-14,5800942.60273973
"WI",2018-02-15,5800989.78082192
"WI",2018-02-16,5801036.95890411
"WI",2018-02-17,5801084.1369863
"WI",2018-02-18,5801131.31506849
"WI",2018-02-19,5801178.49315068
"WI",2018-02-20,5801225.67123288
"WI",2018-02-21,5801272.84931507
"WI",2018-02-22,5801320.02739726
"WI",2018-02-23,5801367.20547945
"WI",2018-02-24,5801414.38356164
"WI",2018-02-25,5801461.56164384
"WI",2018-02-26,5801508.73972603
"WI",2018-02-27,5801555.91780822
"WI",2018-02-28,5801603.09589041
"WI",2018-03-01,5801650.2739726
"WI",2018-03-02,5801697.45205479
"WI",2018-03-03,5801744.63013699
"WI",2018-03-04,5801791.80821918
"WI",2018-03-05,5801838.98630137
"WI",2018-03-06,5801886.16438356
"WI",2018-03-07,5801933.34246575
"WI",2018-03-08,5801980.52054795
"WI",2018-03-09,5802027.69863014
"WI",2018-03-10,5802074.87671233
"WI",2018-03-11,5802122.05479452
"WI",2018-03-12,5802169.23287671
"WI",2018-03-13,5802216.4109589
"WI",2018-03-14,5802263.5890411
"WI",2018-03-15,5802310.76712329
"WI",2018-03-16,5802357.94520548
"WI",2018-03-17,5802405.12328767
"WI",2018-03-18,5802452.30136986
"WI",2018-03-19,5802499.47945205
"WI",2018-03-20,5802546.65753425
"WI",2018-03-21,5802593.83561644
"WI",2018-03-22,5802641.01369863
"WI",2018-03-23,5802688.19178082
"WI",2018-03-24,5802735.36986301
"WI",2018-03-25,5802782.54794521
"WI",2018-03-26,5802829.7260274
"WI",2018-03-27,5802876.90410959
"WI",2018-03-28,5802924.08219178
"WI",2018-03-29,5802971.26027397
"WI",2018-03-30,5803018.43835616
"WI",2018-03-31,5803065.61643836
"WI",2018-04-01,5803112.79452055
"WI",2018-04-02,5803159.97260274
"WI",2018-04-03,5803207.15068493
"WI",2018-04-04,5803254.32876712
"WI",2018-04-05,5803301.50684932
"WI",2018-04-06,5803348.68493151
"WI",2018-04-07,5803395.8630137
"WI",2018-04-08,5803443.04109589
"WI",2018-04-09,5803490.21917808
"WI",2018-04-10,5803537.39726027
"WI",2018-04-11,5803584.57534247
"WI",2018-04-12,5803631.75342466
"WI",2018-04-13,5803678.93150685
"WI",2018-04-14,5803726.10958904
"WI",2018-04-15,5803773.28767123
"WI",2018-04-16,5803820.46575342
"WI",2018-04-17,5803867.64383562
"WI",2018-04-18,5803914.82191781
"WI",2018-04-19,5803962
"WI",2018-04-20,5804009.17808219
"WI",2018-04-21,5804056.35616438
"WI",2018-04-22,5804103.53424658
"WI",2018-04-23,5804150.71232877
"WI",2018-04-24,5804197.89041096
"WI",2018-04-25,5804245.06849315
"WI",2018-04-26,5804292.24657534
"WI",2018-04-27,5804339.42465753
"WI",2018-04-28,5804386.60273973
"WI",2018-04-29,5804433.78082192
"WI",2018-04-30,5804480.95890411
"WI",2018-05-01,5804528.1369863
"WI",2018-05-02,5804575.31506849
"WI",2018-05-03,5804622.49315068
"WI",2018-05-04,5804669.67123288
"WI",2018-05-05,5804716.84931507
"WI",2018-05-06,5804764.02739726
"WI",2018-05-07,5804811.20547945
"WI",2018-05-08,5804858.38356164
"WI",2018-05-09,5804905.56164384
"WI",2018-05-10,5804952.73972603
"WI",2018-05-11,5804999.91780822
"WI",2018-05-12,5805047.09589041
"WI",2018-05-13,5805094.2739726
"WI",2018-05-14,5805141.45205479
"WI",2018-05-15,5805188.63013699
"WI",2018-05-16,5805235.80821918
"WI",2018-05-17,5805282.98630137
"WI",2018-05-18,5805330.16438356
"WI",2018-05-19,5805377.34246575
"WI",2018-05-20,5805424.52054795
"WI",2018-05-21,5805471.69863014
"WI",2018-05-22,5805518.87671233
"WI",2018-05-23,5805566.05479452
"WI",2018-05-24,5805613.23287671
"WI",2018-05-25,5805660.4109589
"WI",2018-05-26,5805707.5890411
"WI",2018-05-27,5805754.76712329
"WI",2018-05-28,5805801.94520548
"WI",2018-05-29,5805849.12328767
"WI",2018-05-30,5805896.30136986
"WI",2018-05-31,5805943.47945205
"WI",2018-06-01,5805990.65753425
"WI",2018-06-02,5806037.83561644
"WI",2018-06-03,5806085.01369863
"WI",2018-06-04,5806132.19178082
"WI",2018-06-05,5806179.36986301
"WI",2018-06-06,5806226.54794521
"WI",2018-06-07,5806273.7260274
"WI",2018-06-08,5806320.90410959
"WI",2018-06-09,5806368.08219178
"WI",2018-06-10,5806415.26027397
"WI",2018-06-11,5806462.43835616
"WI",2018-06-12,5806509.61643836
"WI",2018-06-13,5806556.79452055
"WI",2018-06-14,5806603.97260274
"WI",2018-06-15,5806651.15068493
"WI",2018-06-16,5806698.32876712
"WI",2018-06-17,5806745.50684932
"WI",2018-06-18,5806792.68493151
"WI",2018-06-19,5806839.8630137
"WI",2018-06-20,5806887.04109589
"WI",2018-06-21,5806934.21917808
"WI",2018-06-22,5806981.39726027
"WI",2018-06-23,5807028.57534247
"WI",2018-06-24,5807075.75342466
"WI",2018-06-25,5807122.93150685
"WI",2018-06-26,5807170.10958904
"WI",2018-06-27,5807217.28767123
"WI",2018-06-28,5807264.46575342
"WI",2018-06-29,5807311.64383562
"WI",2018-06-30,5807358.82191781
"WI",2018-07-01,5807406
"WI",2018-07-02,5807447.17260274
"WI",2018-07-03,5807488.34520548
"WI",2018-07-04,5807529.51780822
"WI",2018-07-05,5807570.69041096
"WI",2018-07-06,5807611.8630137
"WI",2018-07-07,5807653.03561644
"WI",2018-07-08,5807694.20821918
"WI",2018-07-09,5807735.38082192
"WI",2018-07-10,5807776.55342466
"WI",2018-07-11,5807817.7260274
"WI",2018-07-12,5807858.89863014
"WI",2018-07-13,5807900.07123288
"WI",2018-07-14,5807941.24383562
"WI",2018-07-15,5807982.41643836
"WI",2018-07-16,5808023.5890411
"WI",2018-07-17,5808064.76164384
"WI",2018-07-18,5808105.93424658
"WI",2018-07-19,5808147.10684931
"WI",2018-07-20,5808188.27945205
"WI",2018-07-21,5808229.45205479
"WI",2018-07-22,5808270.62465753
"WI",2018-07-23,5808311.79726027
"WI",2018-07-24,5808352.96986301
"WI",2018-07-25,5808394.14246575
"WI",2018-07-26,5808435.31506849
"WI",2018-07-27,5808476.48767123
"WI",2018-07-28,5808517.66027397
"WI",2018-07-29,5808558.83287671
"WI",2018-07-30,5808600.00547945
"WI",2018-07-31,5808641.17808219
"WI",2018-08-01,5808682.35068493
"WI",2018-08-02,5808723.52328767
"WI",2018-08-03,5808764.69589041
"WI",2018-08-04,5808805.86849315
"WI",2018-08-05,5808847.04109589
"WI",2018-08-06,5808888.21369863
"WI",2018-08-07,5808929.38630137
"WI",2018-08-08,5808970.55890411
"WI",2018-08-09,5809011.73150685
"WI",2018-08-10,5809052.90410959
"WI",2018-08-11,5809094.07671233
"WI",2018-08-12,5809135.24931507
"WI",2018-08-13,5809176.42191781
"WI",2018-08-14,5809217.59452055
"WI",2018-08-15,5809258.76712329
"WI",2018-08-16,5809299.93972603
"WI",2018-08-17,5809341.11232877
"WI",2018-08-18,5809382.28493151
"WI",2018-08-19,5809423.45753425
"WI",2018-08-20,5809464.63013699
"WI",2018-08-21,5809505.80273973
"WI",2018-08-22,5809546.97534247
"WI",2018-08-23,5809588.14794521
"WI",2018-08-24,5809629.32054794
"WI",2018-08-25,5809670.49315068
"WI",2018-08-26,5809711.66575343
"WI",2018-08-27,5809752.83835616
"WI",2018-08-28,5809794.0109589
"WI",2018-08-29,5809835.18356164
"WI",2018-08-30,5809876.35616438
"WI",2018-08-31,5809917.52876712
"WI",2018-09-01,5809958.70136986
"WI",2018-09-02,5809999.8739726
"WI",2018-09-03,5810041.04657534
"WI",2018-09-04,5810082.21917808
"WI",2018-09-05,5810123.39178082
"WI",2018-09-06,5810164.56438356
"WI",2018-09-07,5810205.7369863
"WI",2018-09-08,5810246.90958904
"WI",2018-09-09,5810288.08219178
"WI",2018-09-10,5810329.25479452
"WI",2018-09-11,5810370.42739726
"WI",2018-09-12,5810411.6
"WI",2018-09-13,5810452.77260274
"WI",2018-09-14,5810493.94520548
"WI",2018-09-15,5810535.11780822
"WI",2018-09-16,5810576.29041096
"WI",2018-09-17,5810617.4630137
"WI",2018-09-18,5810658.63561644
"WI",2018-09-19,5810699.80821918
"WI",2018-09-20,5810740.98082192
"WI",2018-09-21,5810782.15342466
"WI",2018-09-22,5810823.3260274
"WI",2018-09-23,5810864.49863014
"WI",2018-09-24,5810905.67123288
"WI",2018-09-25,5810946.84383562
"WI",2018-09-26,5810988.01643836
"WI",2018-09-27,5811029.1890411
"WI",2018-09-28,5811070.36164384
"WI",2018-09-29,5811111.53424658
"WI",2018-09-30,5811152.70684932
"WI",2018-10-01,5811193.87945205
"WI",2018-10-02,5811235.05205479
"WI",2018-10-03,5811276.22465753
"WI",2018-10-04,5811317.39726027
"WI",2018-10-05,5811358.56986301
"WI",2018-10-06,5811399.74246575
"WI",2018-10-07,5811440.91506849
"WI",2018-10-08,5811482.08767123
"WI",2018-10-09,5811523.26027397
"WI",2018-10-10,5811564.43287671
"WI",2018-10-11,5811605.60547945
"WI",2018-10-12,5811646.77808219
"WI",2018-10-13,5811687.95068493
