"State","Date","Rural_Mileage"
"MS",2019-02-18,133212.427276882
"MS",2019-02-19,133212.628451613
"MS",2019-02-20,133212.829626344
"MS",2019-02-21,133213.030801075
"MS",2019-02-22,133213.231975806
"MS",2019-02-23,133213.433150538
"MS",2019-02-24,133213.634325269
"MS",2019-02-25,133213.8355
"MS",2019-02-26,133214.036674731
"MS",2019-02-27,133214.237849462
"MS",2019-02-28,133214.439024194
"MS",2019-03-01,133214.640198925
"MS",2019-03-02,133214.841373656
"MS",2019-03-03,133215.042548387
"MS",2019-03-04,133215.243723118
"MS",2019-03-05,133215.444897849
"MS",2019-03-06,133215.646072581
"MS",2019-03-07,133215.847247312
"MS",2019-03-08,133216.048422043
"MS",2019-03-09,133216.249596774
"MS",2019-03-10,133216.450771505
"MS",2019-03-11,133216.651946237
"MS",2019-03-12,133216.853120968
"MS",2019-03-13,133217.054295699
"MS",2019-03-14,133217.25547043
"MS",2019-03-15,133217.456645161
"MS",2019-03-16,133217.657819892
"MS",2019-03-17,133217.858994624
"MS",2019-03-18,133218.060169355
"MS",2019-03-19,133218.261344086
"MS",2019-03-20,133218.462518817
"MS",2019-03-21,133218.663693548
"MS",2019-03-22,133218.86486828
"MS",2019-03-23,133219.066043011
"MS",2019-03-24,133219.267217742
"MS",2019-03-25,133219.468392473
"MS",2019-03-26,133219.669567204
"MS",2019-03-27,133219.870741935
"MS",2019-03-28,133220.071916667
"MS",2019-03-29,133220.273091398
"MS",2019-03-30,133220.474266129
"MS",2019-03-31,133220.67544086
"MS",2019-04-01,133220.876615591
"MS",2019-04-02,133221.077790323
"MS",2019-04-03,133221.278965054
"MS",2019-04-04,133221.480139785
"MS",2019-04-05,133221.681314516
"MS",2019-04-06,133221.882489247
"MS",2019-04-07,133222.083663978
"MS",2019-04-08,133222.28483871
"MS",2019-04-09,133222.486013441
"MS",2019-04-10,133222.687188172
"MS",2019-04-11,133222.888362903
"MS",2019-04-12,133223.089537634
"MS",2019-04-13,133223.290712366
"MS",2019-04-14,133223.491887097
"MS",2019-04-15,133223.693061828
"MS",2019-04-16,133223.894236559
"MS",2019-04-17,133224.09541129
"MS",2019-04-18,133224.296586021
"MS",2019-04-19,133224.497760753
"MS",2019-04-20,133224.698935484
"MS",2019-04-21,133224.900110215
"MS",2019-04-22,133225.101284946
"MS",2019-04-23,133225.302459677
"MS",2019-04-24,133225.503634409
"MS",2019-04-25,133225.70480914
"MS",2019-04-26,133225.905983871
"MS",2019-04-27,133226.107158602
"MS",2019-04-28,133226.308333333
"MS",2019-04-29,133226.509508065
"MS",2019-04-30,133226.710682796
"MS",2019-05-01,133226.911857527
"MS",2019-05-02,133227.113032258
"MS",2019-05-03,133227.314206989
"MS",2019-05-04,133227.51538172
"MS",2019-05-05,133227.716556452
"MS",2019-05-06,133227.917731183
"MS",2019-05-07,133228.118905914
"MS",2019-05-08,133228.320080645
"MS",2019-05-09,133228.521255376
"MS",2019-05-10,133228.722430108
"MS",2019-05-11,133228.923604839
"MS",2019-05-12,133229.12477957
"MS",2019-05-13,133229.325954301
"MS",2019-05-14,133229.527129032
"MS",2019-05-15,133229.728303763
"MS",2019-05-16,133229.929478495
"MS",2019-05-17,133230.130653226
"MS",2019-05-18,133230.331827957
"MS",2019-05-19,133230.533002688
"MS",2019-05-20,133230.734177419
"MS",2019-05-21,133230.935352151
"MS",2019-05-22,133231.136526882
"MS",2019-05-23,133231.337701613
"MS",2019-05-24,133231.538876344
"MS",2019-05-25,133231.740051075
"MS",2019-05-26,133231.941225806
"MS",2019-05-27,133232.142400538
"MS",2019-05-28,133232.343575269
"MS",2019-05-29,133232.54475
"MS",2019-05-30,133232.745924731
"MS",2019-05-31,133232.947099462
"MS",2019-06-01,133233.148274194
"MS",2019-06-02,133233.349448925
"MS",2019-06-03,133233.550623656
"MS",2019-06-04,133233.751798387
"MS",2019-06-05,133233.952973118
"MS",2019-06-06,133234.154147849
"MS",2019-06-07,133234.355322581
"MS",2019-06-08,133234.556497312
"MS",2019-06-09,133234.757672043
"MS",2019-06-10,133234.958846774
"MS",2019-06-11,133235.160021505
"MS",2019-06-12,133235.361196237
"MS",2019-06-13,133235.562370968
"MS",2019-06-14,133235.763545699
"MS",2019-06-15,133235.96472043
"MS",2019-06-16,133236.165895161
"MS",2019-06-17,133236.367069892
"MS",2019-06-18,133236.568244624
"MS",2019-06-19,133236.769419355
"MS",2019-06-20,133236.970594086
"MS",2019-06-21,133237.171768817
"MS",2019-06-22,133237.372943548
"MS",2019-06-23,133237.57411828
"MS",2019-06-24,133237.775293011
"MS",2019-06-25,133237.976467742
"MS",2019-06-26,133238.177642473
"MS",2019-06-27,133238.378817204
"MS",2019-06-28,133238.579991935
"MS",2019-06-29,133238.781166667
"MS",2019-06-30,133238.982341398
"MS",2019-07-01,133239.183516129
"MS",2019-07-02,133239.38469086
"MS",2019-07-03,133239.585865591
"MS",2019-07-04,133239.787040323
"MS",2019-07-05,133239.988215054
"MS",2019-07-06,133240.189389785
"MS",2019-07-07,133240.390564516
"MS",2019-07-08,133240.591739247
"MS",2019-07-09,133240.792913978
"MS",2019-07-10,133240.99408871
"MS",2019-07-11,133241.195263441
"MS",2019-07-12,133241.396438172
"MS",2019-07-13,133241.597612903
"MS",2019-07-14,133241.798787634
"MS",2019-07-15,133241.999962366
"MS",2019-07-16,133242.201137097
"MS",2019-07-17,133242.402311828
"MS",2019-07-18,133242.603486559
"MS",2019-07-19,133242.80466129
"MS",2019-07-20,133243.005836022
"MS",2019-07-21,133243.207010753
"MS",2019-07-22,133243.408185484
"MS",2019-07-23,133243.609360215
"MS",2019-07-24,133243.810534946
"MS",2019-07-25,133244.011709677
"MS",2019-07-26,133244.212884409
"MS",2019-07-27,133244.41405914
"MS",2019-07-28,133244.615233871
"MS",2019-07-29,133244.816408602
"MS",2019-07-30,133245.017583333
"MS",2019-07-31,133245.218758064
"MS",2019-08-01,133245.419932796
"MS",2019-08-02,133245.621107527
"MS",2019-08-03,133245.822282258
"MS",2019-08-04,133246.023456989
"MS",2019-08-05,133246.22463172
"MS",2019-08-06,133246.425806452
"MS",2019-08-07,133246.626981183
"MS",2019-08-08,133246.828155914
"MS",2019-08-09,133247.029330645
"MS",2019-08-10,133247.230505376
"MS",2019-08-11,133247.431680108
"MS",2019-08-12,133247.632854839
"MS",2019-08-13,133247.83402957
"MS",2019-08-14,133248.035204301
"MS",2019-08-15,133248.236379032
"MS",2019-08-16,133248.437553763
"MS",2019-08-17,133248.638728495
"MS",2019-08-18,133248.839903226
"MS",2019-08-19,133249.041077957
"MS",2019-08-20,133249.242252688
"MS",2019-08-21,133249.443427419
"MS",2019-08-22,133249.644602151
"MS",2019-08-23,133249.845776882
"MS",2019-08-24,133250.046951613
"MS",2019-08-25,133250.248126344
"MS",2019-08-26,133250.449301075
"MS",2019-08-27,133250.650475806
"MS",2019-08-28,133250.851650538
"MS",2019-08-29,133251.052825269
"MS",2019-08-30,133251.254
"MS",2019-08-31,133251.455174731
"MS",2019-09-01,133251.656349462
"MS",2019-09-02,133251.857524194
"MS",2019-09-03,133252.058698925
"MS",2019-09-04,133252.259873656
"MS",2019-09-05,133252.461048387
"MS",2019-09-06,133252.662223118
"MS",2019-09-07,133252.863397849
"MS",2019-09-08,133253.064572581
"MS",2019-09-09,133253.265747312
"MS",2019-09-10,133253.466922043
"MS",2019-09-11,133253.668096774
"MS",2019-09-12,133253.869271505
"MS",2019-09-13,133254.070446237
"MS",2019-09-14,133254.271620968
"MS",2019-09-15,133254.472795699
"MS",2019-09-16,133254.67397043
"MS",2019-09-17,133254.875145161
"MS",2019-09-18,133255.076319892
"MS",2019-09-19,133255.277494624
"MS",2019-09-20,133255.478669355
"MS",2019-09-21,133255.679844086
"MS",2019-09-22,133255.881018817
"MS",2019-09-23,133256.082193548
"MS",2019-09-24,133256.28336828
"MS",2019-09-25,133256.484543011
"MS",2019-09-26,133256.685717742
"MS",2019-09-27,133256.886892473
"MS",2019-09-28,133257.088067204
"MS",2019-09-29,133257.289241935
"MS",2019-09-30,133257.490416667
"MS",2019-10-01,133257.691591398
"MS",2019-10-02,133257.892766129
"MS",2019-10-03,133258.09394086
"MS",2019-10-04,133258.295115591
"MS",2019-10-05,133258.496290323
"MS",2019-10-06,133258.697465054
"MS",2019-10-07,133258.898639785
"MS",2019-10-08,133259.099814516
"MS",2019-10-09,133259.300989247
"MS",2019-10-10,133259.502163978
"MS",2019-10-11,133259.70333871
"MS",2019-10-12,133259.904513441
"MS",2019-10-13,133260.105688172
"MS",2019-10-14,133260.306862903
"MS",2019-10-15,133260.508037634
"MS",2019-10-16,133260.709212366
"MS",2019-10-17,133260.910387097
"MS",2019-10-18,133261.111561828
"MS",2019-10-19,133261.312736559
"MS",2019-10-20,133261.51391129
"MS",2019-10-21,133261.715086021
"MS",2019-10-22,133261.916260753
"MS",2019-10-23,133262.117435484
"MS",2019-10-24,133262.318610215
"MS",2019-10-25,133262.519784946
"MS",2019-10-26,133262.720959677
"MS",2019-10-27,133262.922134409
"MS",2019-10-28,133263.12330914
"MS",2019-10-29,133263.324483871
"MS",2019-10-30,133263.525658602
"MS",2019-10-31,133263.726833333
"MS",2019-11-01,133263.928008065
"MS",2019-11-02,133264.129182796
"MS",2019-11-03,133264.330357527
"MS",2019-11-04,133264.531532258
"MS",2019-11-05,133264.732706989
"MS",2019-11-06,133264.93388172
"MS",2019-11-07,133265.135056452
"MS",2019-11-08,133265.336231183
"MS",2019-11-09,133265.537405914
"MS",2019-11-10,133265.738580645
"MS",2019-11-11,133265.939755376
"MS",2019-11-12,133266.140930108
"MS",2019-11-13,133266.342104839
"MS",2019-11-14,133266.54327957
"MS",2019-11-15,133266.744454301
"MS",2019-11-16,133266.945629032
"MS",2019-11-17,133267.146803763
"MS",2019-11-18,133267.347978495
"MS",2019-11-19,133267.549153226
"MS",2019-11-20,133267.750327957
"MS",2019-11-21,133267.951502688
"MS",2019-11-22,133268.152677419
"MS",2019-11-23,133268.353852151
"MS",2019-11-24,133268.555026882
"MS",2019-11-25,133268.756201613
"MS",2019-11-26,133268.957376344
"MS",2019-11-27,133269.158551075
"MS",2019-11-28,133269.359725806
"MS",2019-11-29,133269.560900538
"MS",2019-11-30,133269.762075269
"MS",2019-12-01,133269.96325
"MS",2019-12-02,133270.164424731
"MS",2019-12-03,133270.365599462
"MS",2019-12-04,133270.566774194
"MS",2019-12-05,133270.767948925
"MS",2019-12-06,133270.969123656
"MS",2019-12-07,133271.170298387
"MS",2019-12-08,133271.371473118
"MS",2019-12-09,133271.572647849
"MS",2019-12-10,133271.773822581
"MS",2019-12-11,133271.974997312
"MS",2019-12-12,133272.176172043
"MS",2019-12-13,133272.377346774
"MS",2019-12-14,133272.578521505
"MS",2019-12-15,133272.779696237
"MS",2019-12-16,133272.980870968
"MS",2019-12-17,133273.182045699
"MS",2019-12-18,133273.38322043
"MS",2019-12-19,133273.584395161
"MS",2019-12-20,133273.785569892
"MS",2019-12-21,133273.986744624
"MS",2019-12-22,133274.187919355
"MS",2019-12-23,133274.389094086
"MS",2019-12-24,133274.590268817
"MS",2019-12-25,133274.791443548
"MS",2019-12-26,133274.99261828
"MS",2019-12-27,133275.193793011
"MS",2019-12-28,133275.394967742
"MS",2019-12-29,133275.596142473
"MS",2019-12-30,133275.797317204
"MS",2019-12-31,133275.998491935
"MT",2016-02-08,144178.599145199
"MT",2016-02-09,144178.612025761
"MT",2016-02-10,144178.624906323
"MT",2016-02-11,144178.637786885
"MT",2016-02-12,144178.650667447
"MT",2016-02-13,144178.663548009
"MT",2016-02-14,144178.676428571
"MT",2016-02-15,144178.689309134
"MT",2016-02-16,144178.702189696
"MT",2016-02-17,144178.715070258
"MT",2016-02-18,144178.72795082
"MT",2016-02-19,144178.740831382
"MT",2016-02-20,144178.753711944
"MT",2016-02-21,144178.766592506
"MT",2016-02-22,144178.779473068
"MT",2016-02-23,144178.79235363
"MT",2016-02-24,144178.805234192
"MT",2016-02-25,144178.818114754
"MT",2016-02-26,144178.830995316
"MT",2016-02-27,144178.843875878
"MT",2016-02-28,144178.85675644
"MT",2016-02-29,144178.869637002
"MT",2016-03-01,144178.882517564
"MT",2016-03-02,144178.895398126
"MT",2016-03-03,144178.908278689
"MT",2016-03-04,144178.921159251
"MT",2016-03-05,144178.934039813
"MT",2016-03-06,144178.946920375
"MT",2016-03-07,144178.959800937
"MT",2016-03-08,144178.972681499
"MT",2016-03-09,144178.985562061
"MT",2016-03-10,144178.998442623
"MT",2016-03-11,144179.011323185
"MT",2016-03-12,144179.024203747
"MT",2016-03-13,144179.037084309
"MT",2016-03-14,144179.049964871
"MT",2016-03-15,144179.062845433
"MT",2016-03-16,144179.075725995
"MT",2016-03-17,144179.088606557
"MT",2016-03-18,144179.101487119
"MT",2016-03-19,144179.114367681
"MT",2016-03-20,144179.127248244
"MT",2016-03-21,144179.140128806
"MT",2016-03-22,144179.153009368
"MT",2016-03-23,144179.16588993
"MT",2016-03-24,144179.178770492
"MT",2016-03-25,144179.191651054
"MT",2016-03-26,144179.204531616
"MT",2016-03-27,144179.217412178
"MT",2016-03-28,144179.23029274
"MT",2016-03-29,144179.243173302
"MT",2016-03-30,144179.256053864
"MT",2016-03-31,144179.268934426
"MT",2016-04-01,144179.281814988
"MT",2016-04-02,144179.29469555
"MT",2016-04-03,144179.307576112
"MT",2016-04-04,144179.320456674
"MT",2016-04-05,144179.333337237
"MT",2016-04-06,144179.346217799
"MT",2016-04-07,144179.359098361
"MT",2016-04-08,144179.371978923
"MT",2016-04-09,144179.384859485
"MT",2016-04-10,144179.397740047
"MT",2016-04-11,144179.410620609
"MT",2016-04-12,144179.423501171
"MT",2016-04-13,144179.436381733
"MT",2016-04-14,144179.449262295
"MT",2016-04-15,144179.462142857
"MT",2016-04-16,144179.475023419
"MT",2016-04-17,144179.487903981
"MT",2016-04-18,144179.500784543
"MT",2016-04-19,144179.513665105
"MT",2016-04-20,144179.526545667
"MT",2016-04-21,144179.53942623
"MT",2016-04-22,144179.552306792
"MT",2016-04-23,144179.565187354
"MT",2016-04-24,144179.578067916
"MT",2016-04-25,144179.590948478
"MT",2016-04-26,144179.60382904
"MT",2016-04-27,144179.616709602
"MT",2016-04-28,144179.629590164
"MT",2016-04-29,144179.642470726
"MT",2016-04-30,144179.655351288
"MT",2016-05-01,144179.66823185
"MT",2016-05-02,144179.681112412
"MT",2016-05-03,144179.693992974
"MT",2016-05-04,144179.706873536
"MT",2016-05-05,144179.719754098
"MT",2016-05-06,144179.73263466
"MT",2016-05-07,144179.745515222
"MT",2016-05-08,144179.758395785
"MT",2016-05-09,144179.771276347
"MT",2016-05-10,144179.784156909
"MT",2016-05-11,144179.797037471
"MT",2016-05-12,144179.809918033
"MT",2016-05-13,144179.822798595
"MT",2016-05-14,144179.835679157
"MT",2016-05-15,144179.848559719
"MT",2016-05-16,144179.861440281
"MT",2016-05-17,144179.874320843
"MT",2016-05-18,144179.887201405
"MT",2016-05-19,144179.900081967
"MT",2016-05-20,144179.912962529
"MT",2016-05-21,144179.925843091
"MT",2016-05-22,144179.938723653
"MT",2016-05-23,144179.951604215
"MT",2016-05-24,144179.964484778
"MT",2016-05-25,144179.97736534
"MT",2016-05-26,144179.990245902
"MT",2016-05-27,144180.003126464
"MT",2016-05-28,144180.016007026
"MT",2016-05-29,144180.028887588
"MT",2016-05-30,144180.04176815
"MT",2016-05-31,144180.054648712
"MT",2016-06-01,144180.067529274
"MT",2016-06-02,144180.080409836
"MT",2016-06-03,144180.093290398
"MT",2016-06-04,144180.10617096
"MT",2016-06-05,144180.119051522
"MT",2016-06-06,144180.131932084
"MT",2016-06-07,144180.144812646
"MT",2016-06-08,144180.157693208
"MT",2016-06-09,144180.170573771
"MT",2016-06-10,144180.183454333
"MT",2016-06-11,144180.196334895
"MT",2016-06-12,144180.209215457
"MT",2016-06-13,144180.222096019
"MT",2016-06-14,144180.234976581
"MT",2016-06-15,144180.247857143
"MT",2016-06-16,144180.260737705
"MT",2016-06-17,144180.273618267
"MT",2016-06-18,144180.286498829
"MT",2016-06-19,144180.299379391
"MT",2016-06-20,144180.312259953
"MT",2016-06-21,144180.325140515
"MT",2016-06-22,144180.338021077
"MT",2016-06-23,144180.350901639
"MT",2016-06-24,144180.363782201
"MT",2016-06-25,144180.376662763
"MT",2016-06-26,144180.389543326
"MT",2016-06-27,144180.402423888
"MT",2016-06-28,144180.41530445
"MT",2016-06-29,144180.428185012
"MT",2016-06-30,144180.441065574
"MT",2016-07-01,144180.453946136
"MT",2016-07-02,144180.466826698
"MT",2016-07-03,144180.47970726
"MT",2016-07-04,144180.492587822
"MT",2016-07-05,144180.505468384
"MT",2016-07-06,144180.518348946
"MT",2016-07-07,144180.531229508
"MT",2016-07-08,144180.54411007
"MT",2016-07-09,144180.556990632
"MT",2016-07-10,144180.569871194
"MT",2016-07-11,144180.582751756
"MT",2016-07-12,144180.595632319
"MT",2016-07-13,144180.608512881
"MT",2016-07-14,144180.621393443
"MT",2016-07-15,144180.634274005
"MT",2016-07-16,144180.647154567
"MT",2016-07-17,144180.660035129
"MT",2016-07-18,144180.672915691
"MT",2016-07-19,144180.685796253
"MT",2016-07-20,144180.698676815
"MT",2016-07-21,144180.711557377
"MT",2016-07-22,144180.724437939
"MT",2016-07-23,144180.737318501
"MT",2016-07-24,144180.750199063
"MT",2016-07-25,144180.763079625
"MT",2016-07-26,144180.775960187
"MT",2016-07-27,144180.788840749
"MT",2016-07-28,144180.801721311
"MT",2016-07-29,144180.814601874
"MT",2016-07-30,144180.827482436
"MT",2016-07-31,144180.840362998
"MT",2016-08-01,144180.85324356
"MT",2016-08-02,144180.866124122
"MT",2016-08-03,144180.879004684
"MT",2016-08-04,144180.891885246
"MT",2016-08-05,144180.904765808
"MT",2016-08-06,144180.91764637
"MT",2016-08-07,144180.930526932
"MT",2016-08-08,144180.943407494
"MT",2016-08-09,144180.956288056
"MT",2016-08-10,144180.969168618
"MT",2016-08-11,144180.98204918
"MT",2016-08-12,144180.994929742
"MT",2016-08-13,144181.007810304
"MT",2016-08-14,144181.020690867
"MT",2016-08-15,144181.033571429
"MT",2016-08-16,144181.046451991
"MT",2016-08-17,144181.059332553
"MT",2016-08-18,144181.072213115
"MT",2016-08-19,144181.085093677
"MT",2016-08-20,144181.097974239
"MT",2016-08-21,144181.110854801
"MT",2016-08-22,144181.123735363
"MT",2016-08-23,144181.136615925
"MT",2016-08-24,144181.149496487
"MT",2016-08-25,144181.162377049
"MT",2016-08-26,144181.175257611
"MT",2016-08-27,144181.188138173
"MT",2016-08-28,144181.201018735
"MT",2016-08-29,144181.213899297
"MT",2016-08-30,144181.226779859
"MT",2016-08-31,144181.239660422
"MT",2016-09-01,144181.252540984
"MT",2016-09-02,144181.265421546
"MT",2016-09-03,144181.278302108
"MT",2016-09-04,144181.29118267
"MT",2016-09-05,144181.304063232
"MT",2016-09-06,144181.316943794
"MT",2016-09-07,144181.329824356
"MT",2016-09-08,144181.342704918
"MT",2016-09-09,144181.35558548
"MT",2016-09-10,144181.368466042
"MT",2016-09-11,144181.381346604
"MT",2016-09-12,144181.394227166
"MT",2016-09-13,144181.407107728
"MT",2016-09-14,144181.41998829
"MT",2016-09-15,144181.432868852
"MT",2016-09-16,144181.445749415
"MT",2016-09-17,144181.458629977
"MT",2016-09-18,144181.471510539
"MT",2016-09-19,144181.484391101
"MT",2016-09-20,144181.497271663
"MT",2016-09-21,144181.510152225
"MT",2016-09-22,144181.523032787
"MT",2016-09-23,144181.535913349
"MT",2016-09-24,144181.548793911
"MT",2016-09-25,144181.561674473
"MT",2016-09-26,144181.574555035
"MT",2016-09-27,144181.587435597
"MT",2016-09-28,144181.600316159
"MT",2016-09-29,144181.613196721
"MT",2016-09-30,144181.626077283
"MT",2016-10-01,144181.638957845
"MT",2016-10-02,144181.651838408
"MT",2016-10-03,144181.66471897
"MT",2016-10-04,144181.677599532
"MT",2016-10-05,144181.690480094
"MT",2016-10-06,144181.703360656
"MT",2016-10-07,144181.716241218
"MT",2016-10-08,144181.72912178
"MT",2016-10-09,144181.742002342
"MT",2016-10-10,144181.754882904
"MT",2016-10-11,144181.767763466
"MT",2016-10-12,144181.780644028
"MT",2016-10-13,144181.79352459
"MT",2016-10-14,144181.806405152
"MT",2016-10-15,144181.819285714
"MT",2016-10-16,144181.832166276
"MT",2016-10-17,144181.845046838
"MT",2016-10-18,144181.8579274
"MT",2016-10-19,144181.870807963
"MT",2016-10-20,144181.883688525
"MT",2016-10-21,144181.896569087
"MT",2016-10-22,144181.909449649
"MT",2016-10-23,144181.922330211
"MT",2016-10-24,144181.935210773
"MT",2016-10-25,144181.948091335
"MT",2016-10-26,144181.960971897
"MT",2016-10-27,144181.973852459
"MT",2016-10-28,144181.986733021
"MT",2016-10-29,144181.999613583
"MT",2016-10-30,144182.012494145
"MT",2016-10-31,144182.025374707
"MT",2016-11-01,144182.038255269
"MT",2016-11-02,144182.051135831
"MT",2016-11-03,144182.064016393
"MT",2016-11-04,144182.076896956
"MT",2016-11-05,144182.089777518
"MT",2016-11-06,144182.10265808
"MT",2016-11-07,144182.115538642
"MT",2016-11-08,144182.128419204
"MT",2016-11-09,144182.141299766
"MT",2016-11-10,144182.154180328
"MT",2016-11-11,144182.16706089
"MT",2016-11-12,144182.179941452
"MT",2016-11-13,144182.192822014
"MT",2016-11-14,144182.205702576
"MT",2016-11-15,144182.218583138
"MT",2016-11-16,144182.2314637
"MT",2016-11-17,144182.244344262
"MT",2016-11-18,144182.257224824
"MT",2016-11-19,144182.270105386
"MT",2016-11-20,144182.282985948
"MT",2016-11-21,144182.295866511
"MT",2016-11-22,144182.308747073
"MT",2016-11-23,144182.321627635
"MT",2016-11-24,144182.334508197
"MT",2016-11-25,144182.347388759
"MT",2016-11-26,144182.360269321
"MT",2016-11-27,144182.373149883
"MT",2016-11-28,144182.386030445
"MT",2016-11-29,144182.398911007
"MT",2016-11-30,144182.411791569
"MT",2016-12-01,144182.424672131
"MT",2016-12-02,144182.437552693
"MT",2016-12-03,144182.450433255
"MT",2016-12-04,144182.463313817
"MT",2016-12-05,144182.476194379
"MT",2016-12-06,144182.489074941
"MT",2016-12-07,144182.501955504
"MT",2016-12-08,144182.514836066
"MT",2016-12-09,144182.527716628
"MT",2016-12-10,144182.54059719
"MT",2016-12-11,144182.553477752
"MT",2016-12-12,144182.566358314
"MT",2016-12-13,144182.579238876
"MT",2016-12-14,144182.592119438
"MT",2016-12-15,144182.605
"MT",2016-12-16,144172.357880866
"MT",2016-12-17,144162.110761733
"MT",2016-12-18,144151.863642599
"MT",2016-12-19,144141.616523466
"MT",2016-12-20,144131.369404332
"MT",2016-12-21,144121.122285199
"MT",2016-12-22,144110.875166065
"MT",2016-12-23,144100.628046931
"MT",2016-12-24,144090.380927798
"MT",2016-12-25,144080.133808664
"MT",2016-12-26,144069.886689531
"MT",2016-12-27,144059.639570397
"MT",2016-12-28,144049.392451264
"MT",2016-12-29,144039.14533213
"MT",2016-12-30,144028.898212996
"MT",2016-12-31,144018.651093863
"MT",2017-01-01,144008.403974729
"MT",2017-01-02,143998.156855596
"MT",2017-01-03,143987.909736462
"MT",2017-01-04,143977.662617329
"MT",2017-01-05,143967.415498195
"MT",2017-01-06,143957.168379061
"MT",2017-01-07,143946.921259928
"MT",2017-01-08,143936.674140794
"MT",2017-01-09,143926.427021661
"MT",2017-01-10,143916.179902527
"MT",2017-01-11,143905.932783394
"MT",2017-01-12,143895.68566426
"MT",2017-01-13,143885.438545126
"MT",2017-01-14,143875.191425993
"MT",2017-01-15,143864.944306859
"MT",2017-01-16,143854.697187726
"MT",2017-01-17,143844.450068592
"MT",2017-01-18,143834.202949459
"MT",2017-01-19,143823.955830325
"MT",2017-01-20,143813.708711191
"MT",2017-01-21,143803.461592058
"MT",2017-01-22,143793.214472924
"MT",2017-01-23,143782.967353791
"MT",2017-01-24,143772.720234657
"MT",2017-01-25,143762.473115523
"MT",2017-01-26,143752.22599639
"MT",2017-01-27,143741.978877256
"MT",2017-01-28,143731.731758123
"MT",2017-01-29,143721.484638989
"MT",2017-01-30,143711.237519856
"MT",2017-01-31,143700.990400722
"MT",2017-02-01,143690.743281588
"MT",2017-02-02,143680.496162455
"MT",2017-02-03,143670.249043321
"MT",2017-02-04,143660.001924188
"MT",2017-02-05,143649.754805054
"MT",2017-02-06,143639.507685921
"MT",2017-02-07,143629.260566787
"MT",2017-02-08,143619.013447653
"MT",2017-02-09,143608.76632852
"MT",2017-02-10,143598.519209386
"MT",2017-02-11,143588.272090253
"MT",2017-02-12,143578.024971119
"MT",2017-02-13,143567.777851986
"MT",2017-02-14,143557.530732852
"MT",2017-02-15,143547.283613718
"MT",2017-02-16,143537.036494585
"MT",2017-02-17,143526.789375451
"MT",2017-02-18,143516.542256318
"MT",2017-02-19,143506.295137184
"MT",2017-02-20,143496.048018051
"MT",2017-02-21,143485.800898917
"MT",2017-02-22,143475.553779783
"MT",2017-02-23,143465.30666065
"MT",2017-02-24,143455.059541516
"MT",2017-02-25,143444.812422383
"MT",2017-02-26,143434.565303249
"MT",2017-02-27,143424.318184116
"MT",2017-02-28,143414.071064982
"MT",2017-03-01,143403.823945848
"MT",2017-03-02,143393.576826715
"MT",2017-03-03,143383.329707581
"MT",2017-03-04,143373.082588448
"MT",2017-03-05,143362.835469314
"MT",2017-03-06,143352.588350181
"MT",2017-03-07,143342.341231047
"MT",2017-03-08,143332.094111913
"MT",2017-03-09,143321.84699278
"MT",2017-03-10,143311.599873646
"MT",2017-03-11,143301.352754513
"MT",2017-03-12,143291.105635379
"MT",2017-03-13,143280.858516245
"MT",2017-03-14,143270.611397112
"MT",2017-03-15,143260.364277978
"MT",2017-03-16,143250.117158845
"MT",2017-03-17,143239.870039711
"MT",2017-03-18,143229.622920578
"MT",2017-03-19,143219.375801444
"MT",2017-03-20,143209.12868231
"MT",2017-03-21,143198.881563177
"MT",2017-03-22,143188.634444043
"MT",2017-03-23,143178.38732491
"MT",2017-03-24,143168.140205776
"MT",2017-03-25,143157.893086643
"MT",2017-03-26,143147.645967509
"MT",2017-03-27,143137.398848375
"MT",2017-03-28,143127.151729242
"MT",2017-03-29,143116.904610108
"MT",2017-03-30,143106.657490975
"MT",2017-03-31,143096.410371841
"MT",2017-04-01,143086.163252708
"MT",2017-04-02,143075.916133574
"MT",2017-04-03,143065.66901444
"MT",2017-04-04,143055.421895307
"MT",2017-04-05,143045.174776173
"MT",2017-04-06,143034.92765704
"MT",2017-04-07,143024.680537906
"MT",2017-04-08,143014.433418773
"MT",2017-04-09,143004.186299639
"MT",2017-04-10,142993.939180505
"MT",2017-04-11,142983.692061372
"MT",2017-04-12,142973.444942238
"MT",2017-04-13,142963.197823105
"MT",2017-04-14,142952.950703971
"MT",2017-04-15,142942.703584838
"MT",2017-04-16,142932.456465704
"MT",2017-04-17,142922.20934657
"MT",2017-04-18,142911.962227437
"MT",2017-04-19,142901.715108303
"MT",2017-04-20,142891.46798917
"MT",2017-04-21,142881.220870036
"MT",2017-04-22,142870.973750903
"MT",2017-04-23,142860.726631769
"MT",2017-04-24,142850.479512635
"MT",2017-04-25,142840.232393502
"MT",2017-04-26,142829.985274368
"MT",2017-04-27,142819.738155235
"MT",2017-04-28,142809.491036101
"MT",2017-04-29,142799.243916968
"MT",2017-04-30,142788.996797834
"MT",2017-05-01,142778.7496787
"MT",2017-05-02,142768.502559567
"MT",2017-05-03,142758.255440433
"MT",2017-05-04,142748.0083213
"MT",2017-05-05,142737.761202166
"MT",2017-05-06,142727.514083032
"MT",2017-05-07,142717.266963899
"MT",2017-05-08,142707.019844765
"MT",2017-05-09,142696.772725632
"MT",2017-05-10,142686.525606498
"MT",2017-05-11,142676.278487365
"MT",2017-05-12,142666.031368231
